 |       | multijet      | vbfhbb      | vbfhcc      | ggfhbb      | ggfhcc      | ttbar      | vbfz      | qcdz      | qcdw      | vbfw      | bias_2223      | bias_2223 |
 | pol_BBSR4_run3 | -1.97164e-06 / 1.97164e-06 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | lumi_run3 | 0 / 0 | 0.0198434 / -0.0198447 | 0.0198434 / -0.0198447 | 0.0198434 / -0.0198447 | 0.0198434 / -0.0198447 | 0.0198434 / -0.0198447 | 0.0198434 / -0.0198447 | 0.0198434 / -0.0198447 | 0.0198434 / -0.0198447 | 0.0198434 / -0.0198447 | 0 / 0 | 0 / 0 |
 | vbf_PDF_aS | 0 / 0 | 0.0208602 / -0.0208631 | 0.0208602 / -0.0208631 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_QG_nchargedExp | 0 / 0 | -0.0182813 / 0.0168364 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0153902 / 0.0164224 | -0.0301783 / 0.0213598 | 0.0187744 / -0.0240601 | -0.0379489 / 0.0565136 | 0 / 0 | 0 / 0 |
 | JET_Pileup_RhoTopology | 0 / 0 | 0.0152711 / -0.0152728 | 0.0302895 / -0.030297 | -0.0154928 / 0.0154912 | -0.0706928 / 0.0717299 | 0 / 0 | 0.0119398 / -0.0119307 | 0.0258638 / -0.0242809 | 0.0324585 / -0.0324672 | 0.099064 / -0.0991682 | 0 / 0 | 0 / 0 |
 | JET_Pileup_PtTerm | 0 / 0 | 0.0177592 / -0.0177543 | 0.0140752 / -0.0140722 | 0.0148393 / -0.014836 | 0 / 0 | 0 / 0 | -5.03076e-05 / 5.14014e-05 | 0.0274485 / -0.020919 | 0.111962 / -0.101287 | 0.074917 / -0.0748585 | 0 / 0 | 0 / 0 |
 | JET_Pileup_OffsetNPV | 0 / 0 | 0.0201968 / -0.0201959 | 0.0611279 / -0.061139 | -0.0125618 / 0.0125613 | -0.0837286 / 0.0847822 | 0 / 0 | 0.0110937 / -0.0110815 | 0.0141564 / -0.0108404 | -5.51526e-05 / 0.0561326 | 0.111744 / -0.111778 | 0 / 0 | 0 / 0 |
 | JET_Pileup_OffsetMu | 0 / 0 | 0.0329917 / -0.0329895 | 0.02642 / -0.0264184 | 0.0582616 / -0.0582575 | 0 / 0 | 0 / 0 | 0.0218978 / -0.0218831 | 0.0320276 / -0.0320254 | -0.0673655 / 0.0673901 | 0.0451799 / -0.0451765 | 0 / 0 | 0 / 0 |
 | JET_Flavor_Response | 0 / 0 | -0.0197236 / 0.0197285 | 0 / 0 | -0.0733926 / 0.083358 | 0.0442764 / -0.0422609 | 0 / 0 | -0.0158164 / 0.0158196 | -0.0686537 / 0.0722752 | 0.092039 / -0.025812 | 0.0470322 / -0.0469921 | 0 / 0 | 0 / 0 |
 | JET_Flavor_Composition | 0 / 0 | 0.0358217 / -0.0356923 | 0.0465387 / -0.0463236 | 0.140378 / -0.138688 | -0.0409432 / 0.0415062 | 0 / 0 | 0.0315334 / -0.0314326 | 0.094839 / -0.090244 | -0.0370892 / 0.0842331 | -0.0382168 / 0.0383801 | 0 / 0 | 0 / 0 |
 | JET_EtaIntercalibration_Modelling | 0 / 0 | 0.0235487 / -0.0235376 | 0 / 0 | 0.104019 / -0.103866 | -0.0227471 / 0.0235001 | 0 / 0 | 0.0155374 / -0.0155267 | 0.0689469 / -0.0688675 | 0.0218994 / -0.0192966 | -0.0399363 / 0.0399756 | 0 / 0 | 0 / 0 |
 | JET_EffectiveNP_Modelling1 | 0 / 0 | 0.0171938 / -0.0171897 | 0.02095 / -0.020944 | 0.0405373 / -0.0405175 | -0.0301595 / 0.0312132 | 0 / 0 | 0.018632 / -0.0186168 | 0.0423285 / -0.0392221 | 0.0139301 / -0.0139274 | 0.0984587 / -0.0983835 | 0 / 0 | 0 / 0 |
 | JET_InSitu_NonClosure_PreRec_run3 | 0 / 0 | -0.0743591 / 0.0750611 | -0.0684023 / 0.0690012 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_JESUnc_VertexingAlg_PreRec | 0 / 0 | 0.0323815 / -0.0322543 | 0.0456035 / -0.0453695 | 0.0395556 / -0.039378 | 0.0147459 / -0.00627154 | 0 / 0 | 0.0203027 / -0.0201003 | 0.0375033 / -0.0251816 | 0.0837903 / -0.0261299 | 0.164812 / -0.162304 | 0 / 0 | 0 / 0 |
 | JET_EtaIntercalibration_NonClosure_0p2_PreRec | 0 / 0 | 0.0691339 / -0.0689556 | 0.0905004 / -0.0902186 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_FCal_MC23_NonClosure_PreRec | 0 / 0 | 0.0216799 / -0.021683 | 0.066373 / -0.0664071 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | FT_EFF_Eigen_B_1_run3 | 0 / 0 | 0.0175322 / -0.0175313 | 0 / 0 | 0.0337346 / -0.0337322 | 0 / 0 | 0 / 0 | 0.0384591 / -0.0384563 | 0.0403169 / -0.040314 | 0.0409903 / -0.0409873 | 0.0290347 / -0.0290327 | 0 / 0 | 0 / 0 |
 | passHLT_run3 | 0 / 0 | 0.0247885 / -0.0247893 | 0.0247885 / -0.0247893 | 0.0247885 / -0.0247893 | 0.0247885 / -0.0247893 | 0.0247885 / -0.0247893 | 0.0247885 / -0.0247893 | 0.0247885 / -0.0247893 | 0.0247885 / -0.0247893 | 0.0247885 / -0.0247893 | 0 / 0 | 0 / 0 |
 | ps_uncertainty_norm | 0 / 0 | -0.0318453 / 0.0318387 | -0.0299649 / 0.029959 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_EffectiveNP_Mixed1 | 0 / 0 | -6.91896e-06 / 6.9777e-06 | 0 / 0 | 0 / 0 | -0.0158991 / 0.0158971 | 0 / 0 | 0 / 0 | 0.0250439 / -0.0250488 | -0.0272411 / 0.0272351 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_BJES_Response | 0 / 0 | -1.60381e-05 / 1.6289e-05 | 0.0404594 / -0.0404732 | 0 / 0 | 0.0192228 / -0.0189302 | 0 / 0 | -3.34919e-05 / 3.34516e-05 | 0 / 0 | 0.0653544 / -0.0653929 | 0.0975169 / -0.0976106 | 0 / 0 | 0 / 0 |
 | JET_JESUnc_Noise_PreRec | 0 / 0 | -2.21138e-05 / 2.24986e-05 | 0.0108039 / -0.010804 | 0.0336782 / -0.0336802 | -0.0169261 / 0.0179846 | 0 / 0 | 0.0109017 / -0.0108908 | 0.0368544 / -0.0337161 | -0.0165128 / 0.016513 | 0.094727 / -0.0947693 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_1 | 0 / 0 | -6.1279e-07 / 6.15789e-07 | 0.020839 / -0.00448282 | 0.0799779 / -0.0485898 | -0.0178108 / 0.0621006 | 0 / 0 | 0.0131873 / -0.0124461 | 0.00653911 / 0.013546 | 0.0931309 / 0.0322754 | -0.096474 / 0.0977153 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_2 | 0 / 0 | -4.93313e-06 / 4.80898e-06 | 0.016548 / -0.011698 | 0.0836486 / -0.0472159 | 0.0247271 / 0.00172717 | 0 / 0 | 0.0170852 / -0.0157019 | -0.0472461 / 0.0655868 | 0.0850215 / 0.043978 | -0.0854928 / 0.0923144 | 0 / 0 | 0 / 0 |
