 |       | multijet      | vbfhbb      | vbfhcc      | ggfhbb      | ggfhcc      | ttbar      | vbfz      | qcdz      | qcdw      | vbfw      | bias_18      | bias_18 |
 | JET_JER_EffectiveNP_5 | 0 / 0 | -0.0261271 / 0.0261334 | -1.39436e-06 / 1.38795e-06 | 0.0867655 / -0.0866631 | -0.142358 / 0.143227 | 0 / 0 | 1.44547e-05 / -1.4891e-05 | -0.0108939 / 0.0188708 | 0.13429 / -0.126335 | 0.0179754 / -0.0129484 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_7 | 0 / 0 | 0.0153745 / -0.0153728 | 0 / 0 | 0.157957 / -0.131451 | 0.110418 / -0.1103 | 0 / 0 | 0.0695609 / -0.0683507 | -0.1279 / 0.127955 | 0 / 0 | 0.0227818 / -0.0179255 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_1 | 0 / 0 | 0.0136364 / -0.0136316 | -4.3384e-06 / 4.30133e-06 | 0.100534 / 0.0384896 | -0.0549563 / 0.0634827 | 0 / 0 | -0.0218494 / 0.0221176 | 0.0868702 / -0.0861409 | -0.0652468 / 0.0653312 | -0.0289353 / 0.0311304 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_1 | 0 / 0 | -0.0130499 / 0.0130556 | 0 / 0 | 0.332201 / -0.290235 | -0.0659251 / 0.0660815 | 0 / 0 | -0.0203851 / 0.0215274 | -0.0619642 / 0.0661403 | -0.0442262 / 0.0471271 | -0.04317 / 0.048799 | 0 / 0 | 0 / 0 |
 | JET_JERMC_DataVsMC_MC16 | 0 / 0 | 0.0132835 / -0.0132797 | 0 / 0 | -0.0153415 / 0.0189178 | -0.157752 / 0.16939 | 0 / 0 | 0.0291397 / -0.0291201 | 0.0273918 / -0.0148344 | 0.0487949 / -0.0360372 | 3.57197e-06 / -5.47319e-06 | 0 / 0 | 0 / 0 |
 | FT_EFF_Eigen_B_0_run2 | 0 / 0 | -0.0380128 / 0.0380031 | 0 / 0 | -0.0917584 / 0.0917026 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | FT_EFF_Eigen_B_1_run2 | 0 / 0 | 0.0309652 / -0.0309716 | 0 / 0 | 0.0646954 / -0.0647233 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | passHLT_run2 | 0 / 0 | 0.0248488 / -0.0248521 | 0.0248488 / -0.0248521 | 0.0248488 / -0.0248521 | 0.0248488 / -0.0248521 | 0.0248488 / -0.0248521 | 0.0248488 / -0.0248521 | 0.0248488 / -0.0248521 | 0.0248488 / -0.0248521 | 0.0248488 / -0.0248521 | 0 / 0 | 0 / 0 |
 | ps_uncertainty_norm | 0 / 0 | -0.0373503 / 0.0373412 | -0.0257643 / 0.02576 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | hcc_BR | 0 / 0 | 0 / 0 | 0.0119199 / -0.0119208 | 0 / 0 | 0.0119199 / -0.0119208 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_Flavor_Response | 0 / 0 | 0 / 0 | -0.0155539 / 0.015557 | 0.0574963 / -0.0148539 | -0.018316 / 0.0183204 | 0 / 0 | -0.00936912 / 0.00992589 | 0.0240051 / -0.0226939 | 0.043599 / -0.0364526 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_Flavor_Composition | 0 / 0 | 0 / 0 | 0.0222062 / -0.0221554 | 0.161123 / -0.0941803 | 0.102247 / -0.101293 | 0 / 0 | 0.0108374 / -0.0108251 | 0.018235 / -0.0153577 | -0.0281702 / 0.0282576 | 0.0335657 / -0.0231193 | 0 / 0 | 0 / 0 |
 | JET_EffectiveNP_Modelling1 | 0 / 0 | 0 / 0 | 0.0100535 / -0.0100522 | -0.00073356 / 0.0419208 | 0.0234503 / -0.0139217 | 0 / 0 | -0.0424349 / 0.0430223 | 0.137532 / -0.137215 | 0 / 0 | 1.14801e-05 / -1.17554e-05 | 0 / 0 | 0 / 0 |
 | FT_EFF_Eigen_C_2_run2 | 0 / 0 | 0 / 0 | 0.0189258 / -0.0189278 | 0 / 0 | 0.0363903 / -0.0363976 | 0 / 0 | 0.0355444 / -0.0355513 | 0.0323949 / -0.0324008 | 0.0275805 / -0.0275847 | 0.0231067 / -0.0231097 | 0 / 0 | 0 / 0 |
 | JET_Pileup_OffsetNPV | 0 / 0 | 0 / 0 | 1.38528e-05 / -1.40126e-05 | -0.163064 / 0.162953 | 0.071312 / -0.0607989 | 0 / 0 | 0.0724188 / -0.0719056 | 0.0646087 / -0.0612935 | 0.0250664 / -0.0250684 | 0.0191975 / -0.00810943 | 0 / 0 | 0 / 0 |
 | JET_Pileup_OffsetMu | 0 / 0 | 0 / 0 | 5.42217e-06 / -5.48075e-06 | 0.0718426 / -0.056603 | -0.0173694 / 0.0181361 | 0 / 0 | 0.0396363 / -0.0396326 | 0.0249976 / -0.0249963 | -0.016992 / 0.0169931 | 0.0248262 / -0.0160738 | 0 / 0 | 0 / 0 |
 | JET_EffectiveNP_Modelling3 | 0 / 0 | 0 / 0 | -4.39804e-06 / 4.37401e-06 | 0.0670322 / -0.047017 | 0.0182552 / -0.0174869 | 0 / 0 | -0.0527626 / 0.0533487 | -0.0420702 / 0.0444513 | -0.0213901 / 0.0213885 | 0.0274671 / -0.0223707 | 0 / 0 | 0 / 0 |
 | JET_EffectiveNP_Mixed2 | 0 / 0 | 0 / 0 | -3.84392e-06 / 3.83128e-06 | 0.0151474 / 0.0223397 | -0.00915912 / 0.0182369 | 0 / 0 | 0.0173987 / -0.017167 | -0.0336533 / 0.033649 | -0.0336391 / 0.0336347 | -0.0126484 / 0.0184652 | 0 / 0 | 0 / 0 |
 | JET_EffectiveNP_Mixed1 | 0 / 0 | 0 / 0 | 9.37229e-06 / -9.46498e-06 | 0.230767 / -0.131119 | 0.0758402 / -0.0758856 | 0 / 0 | 0.0345752 / -0.0345296 | 0.0276312 / -0.0202808 | 0 / 0 | -0.0330355 / 0.0362175 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_4 | 0 / 0 | 0 / 0 | -1.00619e-05 / 9.87397e-06 | 0.215461 / -0.206284 | -0.173991 / 0.185818 | 0 / 0 | 0.0304944 / -0.0299769 | 0 / 0 | -0.0274171 / 0.0381904 | 0.0122242 / -0.0119238 | 0 / 0 | 0 / 0 |
 | ps_uncertainty_mBB | 0 / 0 | 0 / 0 | 2.20953e-05 / -2.20953e-05 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | ps_uncertainty_pT_balance | 0 / 0 | 0 / 0 | -4.2478e-06 / 4.2478e-06 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | ggf_xs | 0 / 0 | 0 / 0 | 0 / 0 | 0.0453794 / -0.0661977 | 0.0453794 / -0.0661977 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | ggf_PDF_aS | 0 / 0 | 0 / 0 | 0 / 0 | 0.0317782 / -0.0317851 | 0.0317782 / -0.0317851 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | PRW_DATASF | 0 / 0 | 0 / 0 | 0 / 0 | 0.0618296 / -0.0471599 | 0.0784173 / -0.0683352 | 0 / 0 | 1.6713e-05 / -1.65542e-05 | -0.0197313 / 0.0256538 | 0.051798 / -0.0493106 | -2.39805e-05 / 2.22059e-05 | 0 / 0 | 0 / 0 |
 | JET_QG_nchargedPDF | 0 / 0 | 0 / 0 | 0 / 0 | 0.0306835 / -0.00893343 | 0.107874 / -0.107901 | 0 / 0 | 0.018075 / -0.0180761 | 0.014242 / -0.00645858 | 0.0138274 / -0.013828 | 0.0161799 / -0.00370665 | 0 / 0 | 0 / 0 |
 | JET_QG_nchargedME | 0 / 0 | 0 / 0 | 0 / 0 | -0.0531447 / 0.0829576 | 0 / 0 | 0 / 0 | -0.0111087 / 0.0114587 | -0.0342404 / 0.0342312 | -0.0118931 / 0.0118921 | -0.0237533 / 0.0292514 | 0 / 0 | 0 / 0 |
 | JET_EtaIntercalibration_TotalStat | 0 / 0 | 0 / 0 | 0 / 0 | 0.0601288 / -0.0341399 | 0.0772929 / -0.0773411 | 0 / 0 | -0.0224392 / 0.0231775 | 0.0904079 / -0.0863645 | 0 / 0 | -0.0147685 / 0.0147668 | 0 / 0 | 0 / 0 |
 | JET_EffectiveNP_Statistical6 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0770038 / -0.0133384 | 0 / 0 | 0 / 0 | -0.0215947 / 0.0215898 | 0.109889 / -0.109973 | 0.0345798 / -0.0222749 | 0.0248429 / -0.0233226 | 0 / 0 | 0 / 0 |
 | JET_EffectiveNP_Statistical5 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0259052 / 0.0365044 | 0.0374458 / -0.0374597 | 0 / 0 | 0.0351554 / -0.0341846 | 0.0584648 / -0.047202 | 0.0343554 / -0.0343672 | -0.0390051 / 0.040665 | 0 / 0 | 0 / 0 |
 | JET_EffectiveNP_Statistical4 | 0 / 0 | 0 / 0 | 0 / 0 | 0.116807 / -0.0145867 | 0.0389451 / -0.0389484 | 0 / 0 | -4.70592e-05 / 4.76198e-05 | -0.0416493 / 0.0421827 | 0.0591337 / -0.0515563 | 0.0160153 / -0.00507129 | 0 / 0 | 0 / 0 |
 | JET_EffectiveNP_Statistical3 | 0 / 0 | 0 / 0 | 0 / 0 | -0.103987 / 0.117112 | 0.0193584 / -0.0185973 | 0 / 0 | -0.0283271 / 0.0283212 | -0.0484308 / 0.0488704 | 0.0137123 / -0.0137135 | 0.0427301 / -0.0379438 | 0 / 0 | 0 / 0 |
 | JET_EffectiveNP_Statistical2 | 0 / 0 | 0 / 0 | 0 / 0 | 0.322401 / -0.228902 | -0.0563898 / 0.0563644 | 0 / 0 | -0.0212913 / 0.0212873 | 0 / 0 | -0.0210298 / 0.021026 | 0.0200316 / -0.0183313 | 0 / 0 | 0 / 0 |
 | JET_EffectiveNP_Statistical1 | 0 / 0 | 0 / 0 | 0 / 0 | -0.151147 / 0.150831 | 0.0229766 / -0.0222243 | 0 / 0 | -0.0304533 / 0.0304656 | -0.024987 / 0.0286174 | 0.0545045 / -0.0545514 | -0.00754507 / 0.0190345 | 0 / 0 | 0 / 0 |
 | JET_EffectiveNP_Modelling4 | 0 / 0 | 0 / 0 | 0 / 0 | -0.262421 / 0.265541 | -0.0550687 / 0.0550319 | 0 / 0 | 2.5925e-05 / -2.57478e-05 | 0.0717429 / -0.0706984 | 0.0429584 / -0.0429834 | 0.0116921 / 0.00594248 | 0 / 0 | 0 / 0 |
 | JET_EffectiveNP_Modelling2 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0273278 / 0.0211018 | 0.0754408 / -0.072046 | 0 / 0 | -0.0235567 / 0.0239154 | -0.0237693 / 0.0286612 | -0.0278382 / 0.0278311 | -0.0306742 / 0.0311447 | 0 / 0 | 0 / 0 |
 | JET_EffectiveNP_Mixed3 | 0 / 0 | 0 / 0 | 0 / 0 | 0.151252 / -0.100145 | 0.108072 / -0.108163 | 0 / 0 | -0.0159027 / 0.0160309 | 0.035704 / -0.0316528 | -0.0280778 / 0.0283455 | 1.60509e-05 / -1.61012e-05 | 0 / 0 | 0 / 0 |
 | JET_EffectiveNP_Detector2 | 0 / 0 | 0 / 0 | 0 / 0 | -0.207053 / 0.222496 | 0.0338903 / -0.0339005 | 0 / 0 | 0.0471319 / -0.0469856 | -0.0180223 / 0.0180193 | 0.0154291 / -0.0154313 | 0.0260827 / -0.019045 | 0 / 0 | 0 / 0 |
 | JET_EffectiveNP_Detector1 | 0 / 0 | 0 / 0 | 0 / 0 | 0.123947 / -0.103305 | -0.0557301 / 0.0646813 | 0 / 0 | -0.0266615 / 0.0269908 | 0.0329853 / -0.0329988 | 0 / 0 | 0.0380204 / -0.0258753 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_6 | 0 / 0 | 0 / 0 | 0 / 0 | 0.110343 / -0.0957932 | -0.0348717 / 0.0348773 | 0 / 0 | 0.0121807 / -0.0121801 | 0.111561 / -0.106083 | 0.0486525 / -0.0402199 | -0.0306723 / 0.0306769 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_8 | 0 / 0 | 0 / 0 | 0 / 0 | 0.165008 / -0.113685 | -0.0748794 / 0.0748814 | 0 / 0 | 4.78044e-05 / -5.02724e-05 | -0.0154155 / 0.0188811 | 0.0679572 / -0.0645916 | 0.0325298 / -0.0127944 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_9 | 0 / 0 | 0 / 0 | 0 / 0 | -0.117816 / 0.123324 | 0.0594585 / -0.059404 | 0 / 0 | 0.0627665 / -0.0610842 | 0.0826325 / -0.0717807 | 0.0534421 / -0.052161 | 0.0321499 / -0.0285233 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_1 | 0 / 0 | 0 / 0 | 0 / 0 | 0.32817 / -0.264819 | -0.0482839 / 0.0482813 | 0 / 0 | -0.0152229 / 0.0156275 | -0.0438499 / 0.0479959 | 0.0290859 / -0.0286507 | -0.0424163 / 0.0431805 | 0 / 0 | 0 / 0 |
 | dmu_ttCCSR4 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.50069 / -0.500123 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | dmu_zCCSR4 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.551146 / -0.514391 | 0.551146 / -0.514391 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | dmu_wCCSR4 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.484652 / -0.491121 | 0.484652 / -0.491121 | 0 / 0 | 0 / 0 |
 | dmu_biasCCSR4 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.935625 / -0.999517 | 0 / 0 |
 | gamma_stat_CCSR4_bin_0 | 0 / 0 | 3.79983e-07 / -3.79983e-07 | 0.000565632 / -0.000565632 | 0.00275731 / -0.00275731 | 2.65994e-07 / -2.65994e-07 | 1.26078e-07 / -1.26078e-07 | 0.00125844 / -0.00125844 | 0.00173352 / -0.00173352 | 0.00543548 / -0.00543548 | 0.00109157 / -0.00109157 | 0 / 0 | 0 / 0 |
 | gamma_stat_CCSR4_bin_1 | 0 / 0 | 0.00161214 / -0.00161214 | 0.000626529 / -0.000626529 | 5.05424e-06 / -5.05424e-06 | 2.23818e-07 / -2.23818e-07 | 1.06087e-07 / -1.06087e-07 | 0.00369819 / -0.00369819 | 0.0041883 / -0.0041883 | 0.00612714 / -0.00612714 | 0.00367986 / -0.00367986 | 0 / 0 | 0 / 0 |
 | gamma_stat_CCSR4_bin_2 | 0 / 0 | 0.00214704 / -0.00214704 | 0.000439865 / -0.000439865 | 4.0583e-06 / -4.0583e-06 | 1.79715e-07 / -1.79715e-07 | 8.51827e-08 / -8.51827e-08 | 0.00386092 / -0.00386092 | 0.00440604 / -0.00440604 | 0.00796492 / -0.00796492 | 0.00597411 / -0.00597411 | 0 / 0 | 0 / 0 |
 | gamma_stat_CCSR4_bin_3 | 0 / 0 | 0.000973909 / -0.000973909 | 0.000464421 / -0.000464421 | 3.26161e-06 / -3.26161e-06 | 1.44434e-07 / -1.44434e-07 | 6.84602e-08 / -6.84602e-08 | 0.00463055 / -0.00463055 | 0.00243302 / -0.00243302 | 0.00777676 / -0.00777676 | 0.0112609 / -0.0112609 | 0 / 0 | 0 / 0 |
 | gamma_stat_CCSR4_bin_4 | 0 / 0 | 0.00156155 / -0.00156155 | 0.000332114 / -0.000332114 | 0.000803938 / -0.000803938 | 1.1654e-07 / -1.1654e-07 | 5.52387e-08 / -5.52387e-08 | 0.00483697 / -0.00483697 | 0.00170029 / -0.00170029 | 0.00804554 / -0.00804554 | 0.0177657 / -0.0177657 | 0 / 0 | 0 / 0 |
 | gamma_stat_CCSR4_bin_5 | 0 / 0 | 0.00106181 / -0.00106181 | 0.000540042 / -0.000540042 | 0.00529156 / -0.00529156 | 8.31815e-08 / -8.31815e-08 | 3.9427e-08 / -3.9427e-08 | 0.00843204 / -0.00843204 | 0.00350746 / -0.00350746 | 0.0073265 / -0.0073265 | 0.0210055 / -0.0210055 | 0 / 0 | 0 / 0 |
 | gamma_stat_CCSR4_bin_6 | 0 / 0 | 0.0022853 / -0.0022853 | 0.000556189 / -0.000556189 | 0.00402626 / -0.00402626 | 7.07351e-08 / -7.07351e-08 | 3.35276e-08 / -3.35276e-08 | 0.0115677 / -0.0115677 | 0.00831434 / -0.00831434 | 0.0071197 / -0.0071197 | 0.0189847 / -0.0189847 | 0 / 0 | 0 / 0 |
 | gamma_stat_CCSR4_bin_7 | 0 / 0 | 0.00127288 / -0.00127288 | 0.000965529 / -0.000965529 | 0.0026064 / -0.0026064 | 0.00370834 / -0.00370834 | 0.00636373 / -0.00636373 | 0.0152157 / -0.0152157 | 0.0123546 / -0.0123546 | 0.0092323 / -0.0092323 | 0.0176856 / -0.0176856 | 0 / 0 | 0 / 0 |
 | gamma_stat_CCSR4_bin_8 | 0 / 0 | 0.00259052 / -0.00259052 | 0.00164247 / -0.00164247 | 0.00386673 / -0.00386673 | 0.00432316 / -0.00432316 | 0.00545752 / -0.00545752 | 0.0170607 / -0.0170607 | 0.0152232 / -0.0152232 | 0.00447199 / -0.00447199 | 0.0099847 / -0.0099847 | 0 / 0 | 0 / 0 |
 | gamma_stat_CCSR4_bin_9 | 0 / 0 | 0.00704321 / -0.00704321 | 0.00292664 / -0.00292664 | 0.0029969 / -0.0029969 | 0.00241322 / -0.00241322 | 4.03572e-08 / -4.03572e-08 | 0.021423 / -0.021423 | 0.0149648 / -0.0149648 | 0.00632371 / -0.00632371 | 0.00541163 / -0.00541163 | 0 / 0 | 0 / 0 |
 | gamma_stat_CCSR4_bin_10 | 0 / 0 | 0.00924781 / -0.00924781 | 0.0049605 / -0.0049605 | 0.0139788 / -0.0139788 | 0.0111831 / -0.0111831 | 4.62546e-08 / -4.62546e-08 | 0.0129138 / -0.0129138 | 0.00880746 / -0.00880746 | 0.00750764 / -0.00750764 | 0.00238523 / -0.00238523 | 0 / 0 | 0 / 0 |
 | gamma_stat_CCSR4_bin_11 | 0 / 0 | 0.0144225 / -0.0144225 | 0.0085427 / -0.0085427 | 0.00432123 / -0.00432123 | 0.0125773 / -0.0125773 | 4.5526e-08 / -4.5526e-08 | 0.00626841 / -0.00626841 | 0.00271992 / -0.00271992 | 0.00387188 / -0.00387188 | 0.000797679 / -0.000797679 | 0 / 0 | 0 / 0 |
 | gamma_stat_CCSR4_bin_12 | 0 / 0 | 0.0109856 / -0.0109856 | 0.0105882 / -0.0105882 | 0.0147862 / -0.0147862 | 0.0119187 / -0.0119187 | 0.0154302 / -0.0154302 | 0.00183006 / -0.00183006 | 0.0018185 / -0.0018185 | 0.00229844 / -0.00229844 | 0.000669182 / -0.000669182 | 0 / 0 | 0 / 0 |
 | gamma_stat_CCSR4_bin_13 | 0 / 0 | 0.013602 / -0.013602 | 0.00988144 / -0.00988144 | 0.00959339 / -0.00959339 | 0.00785711 / -0.00785711 | 2.66949e-08 / -2.66949e-08 | 0.000473875 / -0.000473875 | 0.00153339 / -0.00153339 | 0.00240056 / -0.00240056 | 9.9896e-05 / -9.9896e-05 | 0 / 0 | 0 / 0 |
 | gamma_stat_CCSR4_bin_14 | 0 / 0 | 0.0147868 / -0.0147868 | 0.0149584 / -0.0149584 | 0.0101734 / -0.0101734 | 0.0203046 / -0.0203046 | 0.0143083 / -0.0143083 | 0.000553399 / -0.000553399 | 0.00102206 / -0.00102206 | 0.00424424 / -0.00424424 | 0.000424068 / -0.000424068 | 0 / 0 | 0 / 0 |
 | gamma_stat_CCSR4_bin_15 | 0 / 0 | 0.0087143 / -0.0087143 | 0.0147962 / -0.0147962 | 0.0064398 / -0.0064398 | 0.0119668 / -0.0119668 | 3.28332e-08 / -3.28332e-08 | 0.000415923 / -0.000415923 | 0.00369602 / -0.00369602 | 0.00320329 / -0.00320329 | 0.000256268 / -0.000256268 | 0 / 0 | 0 / 0 |
 | gamma_stat_CCSR4_bin_16 | 0 / 0 | 0.00489113 / -0.00489113 | 0.010825 / -0.010825 | 0.00498616 / -0.00498616 | 0.00692758 / -0.00692758 | 0.00739341 / -0.00739341 | 0.000198723 / -0.000198723 | 0.000796674 / -0.000796674 | 0.000880853 / -0.000880853 | 0.000234001 / -0.000234001 | 0 / 0 | 0 / 0 |
 | gamma_stat_CCSR4_bin_17 | 0 / 0 | 0.00598786 / -0.00598786 | 0.0120904 / -0.0120904 | 0.0158367 / -0.0158367 | 0.0065927 / -0.0065927 | 5.43352e-08 / -5.43352e-08 | 0.000792858 / -0.000792858 | 0.00346483 / -0.00346483 | 0.00600681 / -0.00600681 | 6.08194e-05 / -6.08194e-05 | 0 / 0 | 0 / 0 |
 | gamma_stat_CCSR4_bin_18 | 0 / 0 | 0.0011949 / -0.0011949 | 0.00904348 / -0.00904348 | 0.00728635 / -0.00728635 | 1.755e-07 / -1.755e-07 | 0.0205683 / -0.0205683 | 0.000180868 / -0.000180868 | 0.0101238 / -0.0101238 | 0.00563909 / -0.00563909 | 0.000234888 / -0.000234888 | 0 / 0 | 0 / 0 |
 | gamma_stat_CCSR4_bin_19 | 0 / 0 | 2.52207e-07 / -2.52207e-07 | 0.00287669 / -0.00287669 | 3.98682e-06 / -3.98682e-06 | 0.00518191 / -0.00518191 | 8.36823e-08 / -8.36823e-08 | 0.000102034 / -0.000102034 | 0.00547227 / -0.00547227 | 0.00435372 / -0.00435372 | 0.00186352 / -0.00186352 | 0 / 0 | 0 / 0 |
 | gamma_stat_CCSR4_bin_20 | 0 / 0 | 3.77459e-07 / -3.77459e-07 | 0.0020672 / -0.0020672 | 5.96677e-06 / -5.96677e-06 | 2.64228e-07 / -2.64228e-07 | 1.25241e-07 / -1.25241e-07 | 0.000607769 / -0.000607769 | 0.00155662 / -0.00155662 | 0.00943833 / -0.00943833 | 0.000344651 / -0.000344651 | 0 / 0 | 0 / 0 |
