 |       | multijet      | vbfhbb      | vbfhcc      | ggfhbb      | ggfhcc      | ttbar      | vbfz      | qcdz      | qcdw      | vbfw      | bias_2223      | bias_2223 |
 | pol_BBSR5_run3 | -1.55476e-06 / 1.55476e-06 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | lumi_run3 | 0 / 0 | 0.0198434 / -0.0198447 | 0.0198434 / -0.0198447 | 0.0198434 / -0.0198447 | 0.0198434 / -0.0198447 | 0.0198434 / -0.0198447 | 0.0198434 / -0.0198447 | 0.0198434 / -0.0198447 | 0.0198434 / -0.0198447 | 0.0198434 / -0.0198447 | 0 / 0 | 0 / 0 |
 | vbf_PDF_aS | 0 / 0 | 0.0208602 / -0.0208631 | 0.0208602 / -0.0208631 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_Pileup_RhoTopology | 0 / 0 | 0.0184225 / -0.0184245 | 0.0183532 / -0.0183559 | 0.0185163 / -0.00427567 | 0.0524124 / -0.051579 | 0 / 0 | 0.0254629 / -0.025129 | -0.0321478 / 0.0321415 | 0.00560495 / 0.0247435 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_Pileup_PtTerm | 0 / 0 | 0.0165861 / -0.0165807 | -0.0163605 / 0.0163651 | 0.0507584 / -0.0436924 | 0.0480639 / -0.048035 | 0 / 0 | 0.0216696 / -0.0213547 | 0.0281855 / -0.0261296 | 0.0463442 / -0.0288877 | -0.0142182 / 0.0142217 | 0 / 0 | 0 / 0 |
 | JET_Pileup_OffsetNPV | 0 / 0 | 0.0240936 / -0.0240953 | 0.0213722 / -0.0213737 | 0.0567768 / -0.0423535 | 0.0662212 / -0.0662341 | 0 / 0 | 0.0338783 / -0.0335499 | 0 / 0 | -0.0024656 / 0.033175 | -0.0125764 / 0.0127993 | 0 / 0 | 0 / 0 |
 | JET_Pileup_OffsetMu | 0 / 0 | 0.0340001 / -0.0339977 | 0.0406496 / -0.0406466 | 0.0910692 / -0.0910105 | 0.0288619 / -0.0288601 | 0 / 0 | 0.0333349 / -0.0327141 | 0.0223763 / -0.0223751 | 0.0324396 / -0.0324376 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_Flavor_Response | 0 / 0 | -0.0172962 / 0.0173 | 0.0122167 / -0.0122144 | -0.0221881 / 0.0263614 | 0 / 0 | 0 / 0 | -0.0238802 / 0.0238876 | 0 / 0 | 0.0480403 / -0.0365181 | 0.0252318 / -0.0252214 | 0 / 0 | 0 / 0 |
 | JET_Flavor_Composition | 0 / 0 | 0.0348277 / -0.0347 | 0.0284782 / -0.0283955 | 0.0165556 / -0.0116241 | 0 / 0 | 0 / 0 | 0.0294269 / -0.029083 | -0.0103872 / 0.0103989 | -0.0345451 / 0.0346778 | -0.0173507 / 0.0173834 | 0 / 0 | 0 / 0 |
 | JET_EtaIntercalibration_Modelling | 0 / 0 | 0.0225382 / -0.0225267 | 0.0155355 / -0.0155305 | 0.0301703 / -0.0300958 | 0.0874746 / -0.0873572 | 0 / 0 | 0.0288973 / -0.0282583 | 0 / 0 | 0.0239361 / -0.0239247 | -0.0231863 / 0.0239447 | 0 / 0 | 0 / 0 |
