 |       | multijet      | vbfhbb      | vbfhcc      | ggfhbb      | ggfhcc      | ttbar      | vbfz      | qcdz      | qcdw      | vbfw      | bias_18      | bias_18 |
 | pol_CCSR2 | -1.33884e-06 / 1.33884e-06 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | vbf_PDF_aS | 0 / 0 | 0.0208602 / -0.0208631 | 0.0208602 / -0.0208631 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_Pileup_RhoTopology | 0 / 0 | 0.0295057 / -0.0240666 | 2.2576e-05 / -2.27177e-05 | -0.0838435 / 0.109546 | -0.0309548 / 0.030949 | 0 / 0 | 0.0543167 / -0.0537436 | 0.0948215 / -0.0663804 | 0.00375959 / 0.0366069 | 0.0420722 / -0.0321325 | 0 / 0 | 0 / 0 |
 | JET_Pileup_OffsetNPV | 0 / 0 | 0.0255009 / -0.0203301 | 1.93179e-05 / -1.93887e-05 | 0.390704 / -0.28876 | 0.0702094 / -0.0702239 | 0 / 0 | -0.0161513 / 0.0176344 | -0.0223469 / 0.0276137 | 0.078974 / -0.063808 | -0.0134463 / 0.0176798 | 0 / 0 | 0 / 0 |
 | JET_Pileup_OffsetMu | 0 / 0 | 0.0251173 / -0.0251158 | 6.1703e-06 / -6.18174e-06 | 0.117439 / -0.0406479 | -0.143361 / 0.16982 | 0 / 0 | 2.20082e-06 / -2.06028e-06 | 0.0121541 / -0.0110608 | -0.0429845 / 0.083611 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_EffectiveNP_Modelling1 | 0 / 0 | 0.0415896 / -0.0402832 | 2.18937e-05 / -2.21685e-05 | 0.0857357 / 0.0510394 | -0.0705411 / 0.0706425 | 0 / 0 | 0.0252073 / -0.0249754 | -0.00824756 / 0.0324826 | 0.0580004 / -0.0417208 | 0.0466986 / -0.0305366 | 0 / 0 | 0 / 0 |
 | JET_InSitu_NonClosure_PreRec_run2 | 0 / 0 | 0.0129073 / -0.00776788 | 2.87303e-05 / -2.88609e-05 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_JESUnc_VertexingAlg_PreRec | 0 / 0 | 0.0667868 / -0.0523309 | 0.0265321 / -0.0264506 | 0.366578 / -0.279477 | -0.0184589 / 0.0185009 | 0 / 0 | 1.54096e-05 / -1.50572e-05 | 0.0675614 / -0.0454922 | 0.0647807 / -0.0231411 | 0.0914537 / -0.0687322 | 0 / 0 | 0 / 0 |
 | JET_JESUnc_Noise_PreRec | 0 / 0 | 0.0209063 / -0.0209067 | 2.14486e-05 / -2.153e-05 | 0.0440549 / -0.0361235 | -0.143612 / 0.143751 | 0 / 0 | 1.3954e-05 / -1.37432e-05 | -0.0651957 / 0.0710338 | 0.113586 / -0.0847603 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_JERUnc_Noise_PreRec | 0 / 0 | 0.0295929 / -0.0295889 | -1.62078e-05 / 1.61947e-05 | -0.329848 / 0.336526 | 0.133658 / -0.126757 | 0 / 0 | 0.0111134 / -0.00782067 | 0.118697 / -0.073283 | -0.0729189 / 0.0916094 | -0.0385126 / 0.0536412 | 0 / 0 | 0 / 0 |
