 |       | multijet      | vbfhbb      | vbfhcc      | ggfhbb      | ggfhcc      | ttbar      | vbfz      | qcdz      | qcdw      | vbfw      | bias_18      | bias_18 |
 | vbf_PDF_aS | 0 / 0 | 0.021 / -0.021 | 0.021 / -0.021 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_Pileup_RhoTopology | 0 / 0 | 0.0354202 / -0.0354201 | 0.0300772 / -0.0300772 | 0.0322725 / -0.0322725 | 0.0173204 / -0.0173204 | 0 / 0 | 0.0349364 / -0.0349364 | 0.0283033 / -0.0283032 | 0.028086 / -0.028086 | 0.0386495 / -0.0386495 | 0 / 0 | 0 / 0 |
 | JET_Pileup_PtTerm | 0 / 0 | 0.0124449 / -0.012445 | 0.0122587 / -0.0122587 | 0.011258 / -0.011258 | 0.0215406 / -0.0215406 | 0 / 0 | 6.66134e-16 / -1.11022e-16 | 0.0177729 / -0.0177729 | 0.0160388 / -0.0160388 | 0.0137644 / -0.0137644 | 0 / 0 | 0 / 0 |
 | JET_Pileup_OffsetNPV | 0 / 0 | 0.0224731 / -0.0224731 | 0.020041 / -0.0200411 | 0.0167248 / -0.0167248 | 0.0196989 / -0.0196989 | 0 / 0 | 0.0229638 / -0.0229639 | 0.0191391 / -0.0191391 | 0.0169144 / -0.0169144 | 0.0139061 / -0.0139061 | 0 / 0 | 0 / 0 |
 | JET_Pileup_OffsetMu | 0 / 0 | 0.0139742 / -0.0139742 | 0.013899 / -0.013899 | 0 / 0 | 0.0157934 / -0.0157934 | 0 / 0 | 0.0122475 / -0.0122474 | 0.0128305 / -0.0128305 | 0.0128269 / -0.012827 | 0.0142257 / -0.0142257 | 0 / 0 | 0 / 0 |
 | JET_Flavor_Response | 0 / 0 | -0.0264201 / 0.0264201 | -0.02485 / 0.02485 | -0.0291318 / 0.0291318 | -0.0234014 / 0.0234014 | 0 / 0 | -0.0185663 / 0.0185663 | -0.0241961 / 0.0241961 | -0.0254792 / 0.0254792 | -0.0265966 / 0.0265966 | 0 / 0 | 0 / 0 |
 | JET_Flavor_Composition | 0 / 0 | 0.0404481 / -0.0404481 | 0.0483504 / -0.0483504 | 0.0355824 / -0.0355825 | 0.0485289 / -0.0485289 | 0 / 0 | 0.0341266 / -0.0341267 | 0.0391795 / -0.0391795 | 0.0437855 / -0.0437855 | 0.0384614 / -0.0384614 | 0 / 0 | 0 / 0 |
 | JET_EtaIntercalibration_Modelling | 0 / 0 | 0.0285953 / -0.0285953 | 0.0260668 / -0.0260668 | 0.0252837 / -0.0252837 | 0.0284202 / -0.0284202 | 0 / 0 | 0.0252035 / -0.0252035 | 0.0252976 / -0.0252976 | 0.0281907 / -0.0281907 | 0.0145358 / -0.0145358 | 0 / 0 | 0 / 0 |
 | JET_EffectiveNP_Modelling1 | 0 / 0 | 0.0191461 / -0.0191461 | 0.0179025 / -0.0179024 | 0.0220577 / -0.0220576 | 0.0304795 / -0.0304795 | 0 / 0 | 0.0265706 / -0.0265707 | 0.0183426 / -0.0183426 | 0.0184517 / -0.0184517 | 0 / 2.22045e-16 | 0 / 0 | 0 / 0 |
 | JET_BJES_Response | 0 / 0 | 0.0130041 / -0.0130041 | -1.11022e-16 / 4.44089e-16 | 0.0124426 / -0.0124427 | 0.0129147 / -0.0129147 | 0 / 0 | -1.11022e-16 / 2.22045e-16 | 4.44089e-16 / 4.44089e-16 | -2.22045e-16 / -2.22045e-16 | 0 / 4.44089e-16 | 0 / 0 | 0 / 0 |
 | JET_InSitu_NonClosure_PreRec_run2 | 0 / 0 | 0.0388993 / -0.0388993 | 0.0350921 / -0.0350921 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_JESUnc_VertexingAlg_PreRec | 0 / 0 | 0.0322052 / -0.0322052 | 0.0363457 / -0.0363457 | 0.0385332 / -0.0385332 | 0.0330904 / -0.0330904 | 0 / 0 | 0.0381728 / -0.0381729 | 0.0451603 / -0.0451602 | 0.0413335 / -0.0413336 | 0.0483511 / -0.0483512 | 0 / 0 | 0 / 0 |
 | JET_JESUnc_Noise_PreRec | 0 / 0 | 0.0158978 / -0.0158977 | 0.0132448 / -0.0132448 | 0.012789 / -0.012789 | 0.0219152 / -0.0219152 | 0 / 0 | 0.0177551 / -0.0177551 | 0.0131976 / -0.0131975 | 0.0133045 / -0.0133045 | 0.0129798 / -0.0129798 | 0 / 0 | 0 / 0 |
 | JET_JERUnc_Noise_PreRec | 0 / 0 | 0.0139846 / -0.0137378 | 0 / 0 | 4.44089e-16 / 4.44089e-16 | 4.44089e-16 / 0 | 0 / 0 | -1.11022e-16 / 6.66134e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_1 | 0 / 0 | -0.0205425 / 0.0210212 | 0 / 0 | 0 / 0 | 2.22045e-16 / 2.22045e-16 | 0 / 0 | 2.22045e-16 / 2.22045e-16 | -0.0138754 / 0.0138754 | -0.0114307 / 0.0114307 | 0 / 4.44089e-16 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_2 | 0 / 0 | -0.0279235 / 0.0291874 | -0.0126901 / 0.0126901 | 4.44089e-16 / 0 | -0.0211783 / 0.0217041 | 0 / 0 | -0.013215 / 0.013215 | -0.0120414 / 0.0120414 | -0.014007 / 0.014007 | 0 / 0 | 0 / 0 | 0 / 0 |
