 |       | multijet      | vbfhbb      | vbfhcc      | ggfhbb      | ggfhcc      | ttbar      | vbfz      | qcdz      | qcdw      | vbfw      | bias_2223      | bias_2223 |
 | JET_JER_EffectiveNP_1 | 0 / 0 | -0.131691 / 0.133896 | -0.0155957 / 0.0159715 | 0.227803 / -0.024102 | -0.133131 / 0.135389 | 0 / 0 | -0.035408 / 0.0355538 | -0.0193725 / 0.0291869 | -0.102011 / 0.167039 | -0.0716126 / 0.0732126 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_2 | 0 / 0 | -0.155358 / 0.158581 | -0.0198861 / 0.0203417 | -0.939164 / 1.28242 | -0.00432871 / 0.0884986 | 0 / 0 | 0.0108574 / -0.00680008 | -0.330313 / 0.350545 | -0.15109 / 0.199783 | -0.0778116 / 0.0820199 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_3 | 0 / 0 | -0.0167131 / 0.0167099 | 0 / 0 | 1.43893 / -0.438577 | 0.0799981 / -0.00241148 | 0 / 0 | -0.0451 / 0.0479211 | 0.608842 / -0.590993 | 0.275996 / -0.115809 | 0.0644228 / -0.0627305 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_4 | 0 / 0 | -0.0332356 / 0.0332659 | 8.48158e-07 / -8.38228e-07 | 0.529655 / 0.492054 | 0.219636 / -0.218475 | 0 / 0 | -0.043443 / 0.0434949 | -0.00931715 / 0.0772674 | 0.110651 / -0.0591498 | 0.059059 / -0.0515973 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_5 | 0 / 0 | 0.0308766 / -0.0308627 | 0 / 0 | 0.534317 / -0.524231 | -0.152473 / 0.283795 | 0 / 0 | -0.0168919 / 0.0186648 | 0.660415 / -0.636368 | 0.0156094 / 0.0203864 | 0.0500361 / -0.0499978 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_6 | 0 / 0 | 0.0409759 / -0.0409639 | -3.95559e-07 / 4.04123e-07 | -0.681685 / 0.668454 | 0.186825 / 0.0314403 | 0 / 0 | 0 / 0 | 0.24675 / -0.245797 | 0.0242192 / -0.0190113 | 0.0392526 / -0.0248218 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_8 | 0 / 0 | 0.0226235 / -0.0226222 | 0 / 0 | 0.44437 / -0.000342892 | -0.0379379 / 0.103519 | 0 / 0 | 0.036972 / -0.0364533 | 0.0013866 / 0.0479577 | 0.219411 / -0.202208 | 0.150579 / -0.15051 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_9 | 0 / 0 | -0.0449627 / 0.0449884 | -1.34926e-06 / 1.29383e-06 | 0.367011 / 0.107666 | -0.0345255 / 0.133636 | 0 / 0 | 0.0488446 / -0.0471542 | -0.139889 / 0.14004 | -0.111152 / 0.118845 | 0.164873 / -0.163406 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_1 | 0 / 0 | -0.0499167 / 0.0499596 | 2.21486e-06 / -2.24127e-06 | -0.850537 / 0.902322 | 0 / 0 | 0 / 0 | 0.072587 / -0.0706658 | -0.243523 / 0.255625 | 0.0714476 / -0.00503426 | 0.0834247 / -0.0830831 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_1 | 0 / 0 | -0.0355437 / 0.0355804 | 9.47979e-07 / -9.47133e-07 | -0.490306 / 0.502929 | -0.37303 / 0.379356 | 0 / 0 | -0.0234926 / 0.0267454 | 0.167643 / -0.167076 | 0.141721 / -0.0378981 | 0.173712 / -0.172159 | 0 / 0 | 0 / 0 |
 | JET_JERMC_DataVsMC_MC16 | 0 / 0 | 0.0633376 / -0.0632517 | -4.52934e-06 / 4.56219e-06 | 0.455805 / -0.140476 | 0.266277 / -0.114814 | 0 / 0 | 0.0654422 / -0.0592457 | 0.0468808 / 0.00686604 | -0.128249 / 0.162521 | 0.128886 / -0.128467 | 0 / 0 | 0 / 0 |
 | FT_EFF_Eigen_B_0_run3 | 0 / 0 | -0.0101901 / 0.0101894 | 0 / 0 | -0.016622 / 0.0166201 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | FT_EFF_Eigen_B_1_run3 | 0 / 0 | 0.0369022 / -0.036901 | 0 / 0 | 0.0919897 / -0.0920045 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | passHLT_run3 | 0 / 0 | 0.0247904 / -0.0247916 | 0.0247904 / -0.0247916 | 0.0247904 / -0.0247916 | 0.0247904 / -0.0247916 | 0 / 0 | 0.0247904 / -0.0247916 | 0.0247904 / -0.0247916 | 0.0247904 / -0.0247916 | 0.0247904 / -0.0247916 | 0 / 0 | 0 / 0 |
 | ps_uncertainty_norm | 0 / 0 | -0.0293125 / 0.0293073 | -0.0293795 / 0.0293742 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | PDF90404_vbfhcc_2223 | 0 / 0 | -0.0288007 / 0.0287952 | 0.0159879 / -0.0159896 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | PDF90405_vbfhcc_2223 | 0 / 0 | -0.012967 / 0.0129659 | -1.58725e-06 / 1.60206e-06 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | PDF90406_vbfhcc_2223 | 0 / 0 | -0.0120014 / 0.0120005 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | PDF90416_vbfhcc_2223 | 0 / 0 | -0.0121388 / 0.0121378 | -3.64703e-06 / 3.57721e-06 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | PDF90419_vbfhcc_2223 | 0 / 0 | 0.0103473 / -0.010348 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | hcc_BR | 0 / 0 | 0 / 0 | 0.0119199 / -0.0119208 | 0 / 0 | 0.0119199 / -0.0119208 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_QG_nchargedExp | 0 / 0 | 0 / 0 | -0.0101058 / 0.0113123 | 3.52086 / 1.20649 | -0.208743 / -0.225439 | 0 / 0 | -0.0154024 / -0.0125593 | -0.26786 / -0.0428443 | -0.526156 / -0.790269 | -0.0332267 / -0.271324 | 0 / 0 | 0 / 0 |
 | JET_EffectiveNP_Modelling1 | 0 / 0 | 0 / 0 | 0.0113219 / -0.0113215 | 0.830898 / 0.0466094 | 0.0299089 / 0.0326228 | 0 / 0 | 0.0168119 / -0.0144329 | -0.258184 / 0.260898 | 0.0721304 / -0.000770172 | 0.0964617 / -0.0951271 | 0 / 0 | 0 / 0 |
 | FT_EFF_Eigen_C_1_run3 | 0 / 0 | 0 / 0 | 0.0110194 / -0.0110197 | 0 / 0 | -0.115519 / 0.115521 | 0 / 0 | -0.122785 / 0.12279 | -0.122882 / 0.122887 | -0.107109 / 0.107109 | -0.0847317 / 0.0847284 | 0 / 0 | 0 / 0 |
 | FT_EFF_Eigen_C_2_run3 | 0 / 0 | 0 / 0 | 0.0139943 / -0.0139955 | 0 / 0 | -0.0112733 / 0.0112724 | 0 / 0 | -0.0173462 / 0.0173443 | -0.0215093 / 0.0215064 | -0.0135461 / 0.0135449 | -0.0126131 / 0.012612 | 0 / 0 | 0 / 0 |
 | PDF90407_vbfhcc_2223 | 0 / 0 | 0 / 0 | 0.0245188 / -0.0245226 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | PDF90408_vbfhcc_2223 | 0 / 0 | 0 / 0 | -0.0114735 / 0.0114726 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | PDF90409_vbfhcc_2223 | 0 / 0 | 0 / 0 | 0.0163882 / -0.0163899 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | PDF90413_vbfhcc_2223 | 0 / 0 | 0 / 0 | 0.0121145 / -0.0121154 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | PDF90414_vbfhcc_2223 | 0 / 0 | 0 / 0 | 0.0410781 / -0.04109 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | PDF90418_vbfhcc_2223 | 0 / 0 | 0 / 0 | 0.0179863 / -0.0179885 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | PDF90421_vbfhcc_2223 | 0 / 0 | 0 / 0 | 0.0250179 / -0.0250223 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | PDF90425_vbfhcc_2223 | 0 / 0 | 0 / 0 | 0.0180164 / -0.0180186 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | PDF90426_vbfhcc_2223 | 0 / 0 | 0 / 0 | 0.0158795 / -0.0158812 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | PDF90427_vbfhcc_2223 | 0 / 0 | 0 / 0 | 0.0266839 / -0.0266888 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | PDF90428_vbfhcc_2223 | 0 / 0 | 0 / 0 | -0.0193214 / 0.019319 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | PDF90429_vbfhcc_2223 | 0 / 0 | 0 / 0 | 0.0347104 / -0.0347185 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_Pileup_RhoTopology | 0 / 0 | 0 / 0 | 2.2625e-05 / -2.28445e-05 | 0 / 0 | -0.00664482 / 0.101703 | 0 / 0 | 0 / 0 | -0.112758 / 0.112572 | -0.144244 / 0.179788 | 0.183283 / -0.179754 | 0 / 0 | 0 / 0 |
 | JET_EffectiveNP_Mixed2 | 0 / 0 | 0 / 0 | -3.67197e-06 / 3.64772e-06 | 0 / 0 | 0.112435 / 0.0646458 | 0 / 0 | -0.0352426 / 0.0356054 | -0.239746 / 0.239418 | -0.0144853 / 0.105813 | 0.0478571 / -0.0478035 | 0 / 0 | 0 / 0 |
 | JET_EffectiveNP_Mixed1 | 0 / 0 | 0 / 0 | 5.77325e-06 / -5.83012e-06 | 1.98263 / -0.496503 | 0.513681 / -0.41927 | 0 / 0 | -0.0308225 / 0.04099 | 0.188283 / -0.178611 | -0.0320052 / 0.201843 | 0.0550815 / -0.0430302 | 0 / 0 | 0 / 0 |
 | JET_BJES_Response | 0 / 0 | 0 / 0 | 1.03564e-05 / -1.03505e-05 | 1.03987 / -0.980794 | 0.15191 / -0.15241 | 0 / 0 | 0 / 0 | -0.119358 / 0.121521 | 0.0129543 / -0.00201687 | 0.051415 / -0.0214013 | 0 / 0 | 0 / 0 |
 | JET_JESUnc_VertexingAlg_PreRec | 0 / 0 | 0 / 0 | 5.13247e-05 / -5.14913e-05 | -0.388161 / 0.409247 | -0.191639 / 0.345492 | 0 / 0 | 0 / 0 | 0.15205 / -0.150855 | 0.191348 / -0.122051 | -0.0974612 / 0.0983157 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_1 | 0 / 0 | 0 / 0 | -4.23234e-06 / 4.28592e-06 | 0.510196 / 0.0153931 | 0.480817 / -0.194245 | 0 / 0 | -0.0485335 / 0.0508313 | -0.0301596 / 0.03017 | -0.0819754 / 0.0820367 | 0 / 0 | 0 / 0 | 0 / 0 |
 | ps_uncertainty_mBB | 0 / 0 | 0 / 0 | 1.15055e-05 / -1.15055e-05 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | ps_uncertainty_pT_balance | 0 / 0 | 0 / 0 | -5.45293e-06 / 5.45293e-06 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | PDF90401_vbfhcc_2223 | 0 / 0 | 0 / 0 | -4.39741e-06 / 4.31935e-06 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | PDF90403_vbfhcc_2223 | 0 / 0 | 0 / 0 | -5.15399e-06 / 5.10528e-06 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | PDF90410_vbfhcc_2223 | 0 / 0 | 0 / 0 | -5.71488e-06 / 5.75278e-06 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | PDF90411_vbfhcc_2223 | 0 / 0 | 0 / 0 | -5.3885e-06 / 5.38245e-06 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | PDF90412_vbfhcc_2223 | 0 / 0 | 0 / 0 | -6.09644e-06 / 6.03563e-06 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | PDF90415_vbfhcc_2223 | 0 / 0 | 0 / 0 | -1.92623e-06 / 1.89808e-06 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | PDF90420_vbfhcc_2223 | 0 / 0 | 0 / 0 | -3.80002e-06 / 3.81149e-06 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | PDF90422_vbfhcc_2223 | 0 / 0 | 0 / 0 | -4.65355e-06 / 4.68624e-06 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | PDF90423_vbfhcc_2223 | 0 / 0 | 0 / 0 | -5.65e-06 / 5.63212e-06 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | PDF90430_vbfhcc_2223 | 0 / 0 | 0 / 0 | -4.13756e-06 / 4.21461e-06 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | PDFaS_vbfhcc_2223 | 0 / 0 | 0 / 0 | -1.27508e-06 / 1.30044e-06 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | ggf_xs | 0 / 0 | 0 / 0 | 0 / 0 | 0.0453909 / -0.0662117 | 0.0453909 / -0.0662117 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | ggf_PDF_aS | 0 / 0 | 0 / 0 | 0 / 0 | 0.0317785 / -0.0317854 | 0.0317785 / -0.0317854 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_QG_nchargedPDF | 0 / 0 | 0 / 0 | 0 / 0 | 0.896382 / 0.096762 | 0.204078 / -0.114365 | 0 / 0 | 0.0167289 / -0.0166692 | -0.332305 / 0.331211 | -0.0355131 / 0.0465426 | 0.0524192 / -0.0485971 | 0 / 0 | 0 / 0 |
 | JET_QG_nchargedME | 0 / 0 | 0 / 0 | 0 / 0 | 1.45647 / -0.512917 | 0.0253816 / 0.0712191 | 0 / 0 | 0.0304544 / -0.0257086 | 0.0452356 / -0.0452443 | -0.14934 / 0.161594 | 0.143678 / -0.127146 | 0 / 0 | 0 / 0 |
 | JET_EtaIntercalibration_TotalStat | 0 / 0 | 0 / 0 | 0 / 0 | 0.449275 / -0.0907835 | -0.135366 / 0.200122 | 0 / 0 | 0 / 0 | 0.273499 / -0.273932 | -0.0840143 / 0.0947433 | -0.182501 / 0.182241 | 0 / 0 | 0 / 0 |
 | JET_EffectiveNP_Statistical6 | 0 / 0 | 0 / 0 | 0 / 0 | 0.711916 / -0.710371 | 0.18277 / -0.0117451 | 0 / 0 | 0.0322758 / -0.0312493 | -0.176922 / 0.176593 | 0.054398 / -0.0426151 | -0.0133868 / 0.0142326 | 0 / 0 | 0 / 0 |
 | JET_EffectiveNP_Statistical5 | 0 / 0 | 0 / 0 | 0 / 0 | 0.923417 / -0.508167 | 0.202983 / -0.171607 | 0 / 0 | 0 / 0 | -0.071214 / 0.0732705 | 0.105935 / -0.102031 | 0.0171698 / -0.00858187 | 0 / 0 | 0 / 0 |
 | JET_EffectiveNP_Statistical4 | 0 / 0 | 0 / 0 | 0 / 0 | -0.119492 / 0.119267 | 0.393638 / -0.227884 | 0 / 0 | 0.0311105 / -0.0260646 | -0.0797432 / 0.079653 | -0.0657687 / 0.0658118 | 0.103166 / -0.103243 | 0 / 0 | 0 / 0 |
 | JET_EffectiveNP_Statistical3 | 0 / 0 | 0 / 0 | 0 / 0 | -0.196194 / 0.195834 | -0.0564551 / 0.187806 | 0 / 0 | 0 / 0 | 0.13982 / -0.139871 | 0.0414219 / -0.019465 | 0.0207436 / -0.0197474 | 0 / 0 | 0 / 0 |
 | JET_EffectiveNP_Statistical2 | 0 / 0 | 0 / 0 | 0 / 0 | 0.837675 / -0.873877 | -0.23546 / 0.241108 | 0 / 0 | -0.0352596 / 0.0360036 | -0.140034 / 0.13972 | 0.079897 / 0.0684782 | -0.0719873 / 0.0718972 | 0 / 0 | 0 / 0 |
 | JET_EffectiveNP_Statistical1 | 0 / 0 | 0 / 0 | 0 / 0 | -0.250414 / 0.658555 | -0.0413235 / 0.0412825 | 0 / 0 | -0.0319768 / 0.0320988 | -0.0547935 / 0.065947 | -0.0524696 / 0.0544615 | -0.064551 / 0.0755155 | 0 / 0 | 0 / 0 |
 | JET_EffectiveNP_Modelling4 | 0 / 0 | 0 / 0 | 0 / 0 | -0.597635 / 0.595272 | -0.233047 / 0.232456 | 0 / 0 | -0.0132332 / 0.0133666 | -0.0221313 / 0.0221248 | 0.318221 / -0.121466 | 0.0504908 / -0.0434346 | 0 / 0 | 0 / 0 |
 | JET_EffectiveNP_Modelling3 | 0 / 0 | 0 / 0 | 0 / 0 | 1.30897 / -0.508362 | 0.230302 / -0.118838 | 0 / 0 | 0.024347 / -0.0241091 | -0.393518 / 0.396997 | 0.194112 / -0.161436 | -0.127313 / 0.127448 | 0 / 0 | 0 / 0 |
 | JET_EffectiveNP_Mixed3 | 0 / 0 | 0 / 0 | 0 / 0 | 0.00703205 / 0.110143 | 0.365685 / -0.228063 | 0 / 0 | -0.0784708 / 0.0800911 | -0.109116 / 0.109164 | 0.0246977 / 0.053932 | 0.0764164 / -0.0746612 | 0 / 0 | 0 / 0 |
 | JET_EffectiveNP_Detector2 | 0 / 0 | 0 / 0 | 0 / 0 | 0.991423 / -0.497581 | 0.277346 / -0.13696 | 0 / 0 | 0 / 0 | -0.0682918 / 0.0682208 | 0.0391797 / -0.0343865 | 0.0739158 / -0.0709626 | 0 / 0 | 0 / 0 |
 | JET_EffectiveNP_Detector1 | 0 / 0 | 0 / 0 | 0 / 0 | 1.55399 / -0.503414 | -0.153656 / 0.20246 | 0 / 0 | 0.0344656 / -0.0344817 | 0.145471 / -0.145795 | 0.0612684 / -0.00796491 | 0.0680421 / -0.0585705 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_7 | 0 / 0 | 0 / 0 | 0 / 0 | -0.295108 / 0.294921 | 0.486668 / -0.349252 | 0 / 0 | 0 / 0 | -0.0557317 / 0.064009 | 0.0584363 / -0.044831 | 0.101386 / -0.0998739 | 0 / 0 | 0 / 0 |
 | JET_EffectiveNP_Modelling2 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0660723 / 0.0312278 | 0 / 0 | -0.0373245 / 0.0373096 | -0.101011 / 0.11234 | -0.0873158 / 0.0998108 | 0.0698828 / -0.0582524 | 0 / 0 | 0 / 0 |
 | dmu_zCCSR1 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.530344 / -0.5107 | 0.530344 / -0.5107 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | dmu_wCCSR1 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.515438 / -0.506705 | 0.515438 / -0.506705 | 0 / 0 | 0 / 0 |
 | dmu_biasCCSR1 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.783301 / -0.981733 | 0 / 0 |
 | gamma_stat_CCSR1_run3_bin_0 | 0 / 0 | 3.54888e-06 / -3.54888e-06 | 0.000164667 / -0.000164667 | 0.000465774 / -0.000465774 | 3.79795e-06 / -3.79795e-06 | 0.0273583 / -0.0273583 | 0.000147013 / -0.000147013 | 5.00255e-07 / -5.00255e-07 | 4.91051e-07 / -4.91051e-07 | 0.0466649 / -0.0466649 | 0 / 0 | 0 / 0 |
