 |       | multijet      | vbfhbb      | vbfhcc      | ggfhbb      | ggfhcc      | ttbar      | vbfz      | qcdz      | qcdw      | vbfw      | bias_2223      | bias_2223 |
 | ps_uncertainty_norm | 0 / 0 | -0.0338445 / 0.0338376 | -0.0336824 / 0.0336755 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_EffectiveNP_Mixed2 | 0 / 0 | -1.2797e-08 / 1.27154e-08 | 0 / 0 | -3.1492e-09 / 3.12174e-09 | 0 / 0 | 0 / 0 | -7.10508e-08 / 7.05489e-08 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_EffectiveNP_Mixed1 | 0 / 0 | 1.69038e-08 / -1.70081e-08 | 0 / 0 | 5.48283e-09 / -5.52358e-09 | 0 / 0 | 0 / 0 | 6.91717e-08 / -6.96979e-08 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_BJES_Response | 0 / 0 | 5.21794e-08 / -5.32351e-08 | 0.0120292 / -0.0120319 | 2.2636e-08 / -2.29634e-08 | 0.0201547 / -0.0201623 | 0 / 0 | 0.0113838 / -0.0113862 | 0.0103448 / -0.0103468 | 0.0184867 / -0.0184932 | 0 / 0 | 0 / 0 | 0 / 0 |
 | ps_uncertainty_mBB | 0 / 0 | 7.75298e-07 / -7.75298e-07 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | ps_uncertainty_centralMaxPt | 0 / 0 | -4.30117e-08 / 4.30117e-08 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | hcc_BR | 0 / 0 | 0 / 0 | 0.0119199 / -0.0119208 | 0 / 0 | 0.0119199 / -0.0119208 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | PRW_DATASF | 0 / 0 | 0 / 0 | 0.023697 / -0.0237044 | 0 / 0 | -0.0360954 / 0.0360764 | 0 / 0 | 0 / 0 | -2.74983e-08 / 2.7786e-08 | 8.12727e-07 / -8.06303e-07 | 0.0592437 / -0.0592874 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_1 | 0 / 0 | 0 / 0 | -0.0290436 / 0.0291412 | 8.58751e-08 / -8.76307e-08 | -0.0450484 / 0.0452866 | 0 / 0 | 0 / 0 | 0.0109572 / -0.0109438 | 1.13604e-06 / -1.11661e-06 | -0.0330689 / 0.0567558 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_2 | 0 / 0 | 0 / 0 | -0.0187804 / 0.0188212 | 5.47386e-08 / -5.47869e-08 | -0.0213275 / 0.0214482 | 0 / 0 | 9.58261e-08 / -9.75996e-08 | 0 / 0 | 1.21252e-06 / -1.18419e-06 | -0.0508957 / 0.0688078 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_3 | 0 / 0 | 0 / 0 | 0.013757 / -0.0137591 | 1.4526e-08 / -1.45183e-08 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0148354 / -0.0148379 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_4 | 0 / 0 | 0 / 0 | -0.0297199 / 0.029744 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 1.74221e-08 / -1.76764e-08 | -0.0624244 / 0.0625327 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_5 | 0 / 0 | 0 / 0 | 0.0136097 / -0.0136071 | -2.08027e-08 / 2.11205e-08 | -0.0200047 / 0.0200097 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0115614 / 0.011563 | 0 / 0 | 0 / 0 |
 | JET_JERMC_DataVsMC_MC16 | 0 / 0 | 0 / 0 | 0.0254102 / -0.0253978 | 0 / 0 | 0.0238396 / -0.0238287 | 0 / 0 | 0 / 0 | 0 / 0 | -4.12682e-07 / 4.11342e-07 | 0.0183022 / -0.0182959 | 0 / 0 | 0 / 0 |
 | FT_EFF_Eigen_C_0_run3 | 0 / 0 | 0 / 0 | -0.0204593 / 0.0204565 | 0 / 0 | -0.0297106 / 0.0297047 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | FT_EFF_Eigen_C_1_run3 | 0 / 0 | 0 / 0 | -0.0551909 / 0.0551878 | 0 / 0 | -0.0505429 / 0.05054 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0188705 / 0.0188699 | 0 / 0 | 0 / 0 |
 | PDF90403_vbfhcc_2223 | 0 / 0 | 0 / 0 | -0.0112081 / 0.0112073 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | PDF90407_vbfhcc_2223 | 0 / 0 | 0 / 0 | -0.0123922 / 0.0123912 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | PDF90408_vbfhcc_2223 | 0 / 0 | 0 / 0 | -0.0148014 / 0.0148 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | PDF90409_vbfhcc_2223 | 0 / 0 | 0 / 0 | -0.0100692 / 0.0100685 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | PDF90411_vbfhcc_2223 | 0 / 0 | 0 / 0 | -0.0133831 / 0.0133819 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | PDF90412_vbfhcc_2223 | 0 / 0 | 0 / 0 | -0.0326533 / 0.0326461 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | PDF90414_vbfhcc_2223 | 0 / 0 | 0 / 0 | 0.0162498 / -0.0162516 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | PDF90416_vbfhcc_2223 | 0 / 0 | 0 / 0 | -0.0137468 / 0.0137455 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | PDF90417_vbfhcc_2223 | 0 / 0 | 0 / 0 | -0.0122212 / 0.0122202 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | PDF90419_vbfhcc_2223 | 0 / 0 | 0 / 0 | -0.0132417 / 0.0132406 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | PDF90420_vbfhcc_2223 | 0 / 0 | 0 / 0 | -0.0138717 / 0.0138704 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | PDF90422_vbfhcc_2223 | 0 / 0 | 0 / 0 | -0.0148187 / 0.0148172 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | PDF90428_vbfhcc_2223 | 0 / 0 | 0 / 0 | -0.0193939 / 0.0193915 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | PDFaS_vbfhcc_2223 | 0 / 0 | 0 / 0 | 0.0111236 / -0.0111245 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | ggf_xs | 0 / 0 | 0 / 0 | 0 / 0 | 0.0453909 / -0.0662117 | 0.0453909 / -0.0662117 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | ggf_PDF_aS | 0 / 0 | 0 / 0 | 0 / 0 | 0.0317785 / -0.0317854 | 0.0317785 / -0.0317854 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_6 | 0 / 0 | 0 / 0 | 0 / 0 | 1.32348e-08 / -1.31078e-08 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0122215 / -0.0122206 | 0.0165498 / -0.0165481 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_7 | 0 / 0 | 0 / 0 | 0 / 0 | -2.5462e-08 / 2.55912e-08 | 0 / 0 | 0 / 0 | -7.53012e-08 / 7.53751e-08 | 0 / 0 | 0 / 0 | 0.0165932 / -0.0165912 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_8 | 0 / 0 | 0 / 0 | 0 / 0 | -3.43336e-08 / 3.49093e-08 | 0.014898 / -0.0148975 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0531248 / -0.0531174 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_9 | 0 / 0 | 0 / 0 | 0 / 0 | -1.16844e-08 / 1.18377e-08 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0304145 / 0.030427 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_1 | 0 / 0 | 0 / 0 | 0 / 0 | 1.16851e-08 / -1.15737e-08 | -0.0167548 / 0.0167604 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.017944 / 0.0179504 | 0 / 0 | 0 / 0 |
 | JET_JERUnc_Noise_PreRec | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0131734 / 0.00176086 | 0 / 0 | -1.0227e-07 / 1.01183e-07 | 0 / 0 | 0 / 0 | 0.0120732 / -0.0120731 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_1 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.025768 / -0.0257588 | 0 / 0 | 0 / 0 | 0 / 0 | -5.0814e-07 / 5.17158e-07 | 0.0411566 / -0.0411321 | 0 / 0 | 0 / 0 |
 | FT_EFF_Eigen_C_2_run3 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0113616 / -0.0113624 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | dmu_ttBBSR6_run3 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.463754 / -0.476873 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | dmu_zBBSR6_run3 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.521809 / -0.497968 | 0.521809 / -0.497968 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_1 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 8.95405e-08 / -9.01014e-08 | 0 / 0 | 5.22408e-08 / -5.26813e-08 | -0.0303724 / 0.0303989 | 0 / 0 | 0 / 0 |
 | dmu_wBBSR6_run3 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.498473 / -0.498992 | 0.498473 / -0.498992 | 0 / 0 | 0 / 0 |
 | JET_QG_nchargedPDF | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.010093 / -0.0100937 | 0 / 0 | 0 / 0 |
 | JET_QG_nchargedME | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0135004 / -0.0135012 | 0 / 0 | 0 / 0 |
 | dmu_biasBBSR6_run3 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.843099 / -0.991105 | 0 / 0 |
 | gamma_stat_BBSR6_run3_bin_0 | 0 / 0 | 0.000157657 / -0.000157657 | 0.00045819 / -0.00045819 | 0.000115467 / -0.000115467 | 0.00316887 / -0.00316887 | 0.000850164 / -0.000850164 | 0.000336156 / -0.000336156 | 0.000615355 / -0.000615355 | 0.00318014 / -0.00318014 | 0.00239171 / -0.00239171 | 0 / 0 | 0 / 0 |
 | gamma_stat_BBSR6_run3_bin_1 | 0 / 0 | 0.000211699 / -0.000211699 | 0.000756142 / -0.000756142 | 0.000156591 / -0.000156591 | 0.00555277 / -0.00555277 | 0.000984855 / -0.000984855 | 0.000624859 / -0.000624859 | 0.000856105 / -0.000856105 | 0.00324099 / -0.00324099 | 0.000446759 / -0.000446759 | 0 / 0 | 0 / 0 |
 | gamma_stat_BBSR6_run3_bin_29 | 0 / 0 | 1.04834e-05 / -1.04834e-05 | 0 / 0 | 4.35097e-05 / -4.35097e-05 | 0.000156109 / -0.000156109 | 0.00113438 / -0.00113438 | 3.29157e-05 / -3.29157e-05 | 0.000102708 / -0.000102708 | 0.000543489 / -0.000543489 | 0.000103873 / -0.000103873 | 0 / 0 | 0 / 0 |
 | sfShapeBB_run3 | 0.000350964 / -0.000350964 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | sfShapeBB_run3 | 0.000364843 / -0.000364843 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | sfShapeBB_run3 | 0.000366386 / -0.000366386 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | sfShapeBB_run3 | 0.000366506 / -0.000366506 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | sfShapeBB_run3 | 0.00036401 / -0.00036401 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | sfShapeBB_run3 | 0.000364055 / -0.000364055 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | sfShapeBB_run3 | 0.00037744 / -0.00037744 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | sfShapeBB_run3 | 0.000387019 / -0.000387019 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | sfShapeBB_run3 | 0.000393973 / -0.000393973 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | sfShapeBB_run3 | 0.000364319 / -0.000364319 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | sfShapeBB_run3 | 0.000329701 / -0.000329701 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | sfShapeBB_run3 | 0.000314656 / -0.000314656 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | sfShapeBB_run3 | 0.000309089 / -0.000309089 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | sfShapeBB_run3 | 0.000302385 / -0.000302385 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | sfShapeBB_run3 | 0.000295076 / -0.000295076 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | sfShapeBB_run3 | 0.000287706 / -0.000287706 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | sfShapeBB_run3 | 0.000281132 / -0.000281132 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | sfShapeBB_run3 | 0.000267962 / -0.000267962 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | sfShapeBB_run3 | 0.000252785 / -0.000252785 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | sfShapeBB_run3 | 0.000244352 / -0.000244352 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | sfShapeBB_run3 | 0.000238585 / -0.000238585 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | sfShapeBB_run3 | 0.000231547 / -0.000231547 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | sfShapeBB_run3 | 0.0002263 / -0.0002263 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | sfShapeBB_run3 | 0.000221667 / -0.000221667 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | sfShapeBB_run3 | 0.000216343 / -0.000216343 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | sfShapeBB_run3 | 0.000207659 / -0.000207659 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | sfShapeBB_run3 | 0.000202467 / -0.000202467 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | sfShapeBB_run3 | 0.000196898 / -0.000196898 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | sfShapeBB_run3 | 0.00018951 / -0.00018951 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | sfShapeBB_run3 | 0.000184986 / -0.000184986 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | #mu(hbb) | 0 / 0 | 0.585455 / -0.511562 | 0 / 0 | 0.585455 / -0.511562 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | #mu(hcc) | 0 / 0 | 0 / 0 | 0.74864 / -0.747579 | 0 / 0 | 0.74864 / -0.747579 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
