 |       | multijet      | vbfhbb      | vbfhcc      | ggfhbb      | ggfhcc      | ttbar      | vbfz      | qcdz      | qcdw      | vbfw      | bias_18      | bias_18 |
 | JET_JERUnc_Noise_PreRec | 0 / 0 | -0.0414807 / 0.0414807 | 0 / 0 | 0.103346 / -0.103346 | 0.0405709 / -0.0405709 | 0 / 0 | 2.22045e-16 / 0 | 0.086737 / -0.0492721 | 0.049715 / 0.0467993 | 0.0265062 / -0.0139171 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_1 | 0 / 0 | -0.0384042 / 0.0384041 | -0.0201513 / 0.0205871 | -0.0591087 / 0.0926718 | -0.167878 / 0.167878 | 0 / 0 | 0.0320679 / -0.0298162 | -0.163927 / 0.177083 | -0.0238049 / 0.0830915 | -0.081342 / 0.109276 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_5 | 0 / 0 | -0.0215448 / 0.0215448 | -1.11022e-16 / -1.11022e-16 | 0.0584099 / 0.0227745 | -0.0360288 / 0.0375244 | 0 / 0 | -0.0593039 / 0.0593038 | 0.0131136 / 0.0243992 | -0.050463 / 0.052365 | 0.108306 / -0.0972724 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_7 | 0 / 0 | 0.024014 / -0.0240139 | 0 / 0 | -0.0784487 / 0.126166 | 0.0723185 / -0.0458745 | 0 / 0 | -0.0811626 / 0.081339 | 0.212596 / -0.201066 | 0.0841545 / -0.0620011 | -0.113819 / 0.123387 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_8 | 0 / 0 | -0.0358222 / 0.0358223 | 0 / 2.22045e-16 | -0.101695 / 0.101695 | 0.0271292 / -0.0271291 | 0 / 0 | 0.0427094 / -0.0409341 | -0.0491528 / 0.0495788 | 0.0209363 / 0.0614336 | 0.0562113 / -0.0444741 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_9 | 0 / 0 | 0.0167564 / -0.0167563 | -1.11022e-16 / 2.22045e-16 | 0.194675 / -0.0949578 | -0.0145757 / 0.0145757 | 0 / 0 | 0.0752697 / -0.0752697 | 0.083085 / -0.0751403 | 0.0925968 / -0.0477041 | -0.0125999 / 0.0125999 | 0 / 0 | 0 / 0 |
 | JET_JERMC_DataVsMC_MC16 | 0 / 0 | -0.0229624 / 0.0229624 | 0.0149892 / -0.0149893 | -0.0124671 / 0.165093 | 0.0256513 / -0.0238307 | 0 / 0 | 0.0627572 / -0.0618469 | -0.0321672 / 0.0658203 | -0.0602254 / 0.106722 | -0.103351 / 0.103351 | 0 / 0 | 0 / 0 |
 | FT_EFF_Eigen_B_0_run2 | 0 / 0 | -0.0419778 / 0.0419778 | 0 / 0 | -0.0912925 / 0.0912925 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | FT_EFF_Eigen_B_1_run2 | 0 / 0 | 0.0318132 / -0.0318132 | 0 / 0 | 0.0676724 / -0.0676724 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | passHLT_run2 | 0 / 0 | 0.025 / -0.025 | 0.025 / -0.025 | 0.025 / -0.025 | 0.025 / -0.025 | 0.025 / -0.025 | 0.025 / -0.025 | 0.025 / -0.025 | 0.025 / -0.025 | 0.025 / -0.025 | 0 / 0 | 0 / 0 |
 | ps_uncertainty_norm | 0 / 0 | -0.0333688 / 0.0333688 | -0.0245144 / 0.0245144 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | hcc_BR | 0 / 0 | 0 / 0 | 0.012 / -0.012 | 0 / 0 | 0.012 / -0.012 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_Pileup_OffsetNPV | 0 / 0 | 0 / 0 | 0.0100283 / -0.0100283 | 0.055536 / 0.058784 | 0.0699366 / -0.0699366 | 0 / 0 | -0.0640296 / 0.0665422 | -0.0360796 / 0.0724155 | 0 / 0 | 0.0502343 / -0.0307639 | 0 / 0 | 0 / 0 |
 | JET_Flavor_Response | 0 / 0 | 0 / 0 | -0.0100846 / 0.0100846 | -0.018612 / 0.0487238 | -0.0374578 / 0.0476883 | 0 / 0 | 0.0108299 / -0.00794315 | 0.0317013 / 0.0196245 | -0.0747645 / 0.094483 | -0.0115835 / 0.0115835 | 0 / 0 | 0 / 0 |
 | JET_Flavor_Composition | 0 / 0 | 0 / 0 | 0.016023 / -0.016023 | 0.377524 / -0.350936 | -0.108332 / 0.128929 | 0 / 0 | 0 / 0 | 0.0846336 / -0.0758304 | 0.0322582 / 0.0244868 | 0.0392852 / -0.0356379 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_2 | 0 / 0 | 0 / 0 | -0.0128345 / 0.0132818 | 0.0640856 / -0.0207032 | -0.243211 / 0.261532 | 0 / 0 | -0.0876174 / 0.0886883 | -0.00231471 / 0.0139737 | 0.0131885 / 0.0347132 | -0.105959 / 0.115009 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_3 | 0 / 0 | 0 / 0 | 0.0103924 / -0.0103924 | -0.0480675 / 0.0863259 | 0.116694 / -0.096954 | 0 / 0 | -1.11022e-16 / 2.22045e-16 | 0.0112803 / -0.000146703 | -0.0048665 / 0.0246605 | -0.0888811 / 0.0888811 | 0 / 0 | 0 / 0 |
 | FT_EFF_Eigen_C_2_run2 | 0 / 0 | 0 / 0 | 0.0191517 / -0.0191516 | 0 / 0 | 0.0384799 / -0.0384798 | 0 / 0 | 0.0364444 / -0.0364443 | 0.0357114 / -0.0357115 | 0.0253375 / -0.0253375 | 0.0202994 / -0.0202994 | 0 / 0 | 0 / 0 |
 | JET_EffectiveNP_Mixed1 | 0 / 0 | 0 / 0 | 2.22045e-16 / 2.22045e-16 | 0.0316222 / 0.0191724 | 0 / 0 | 0 / 0 | -0.0155296 / 0.0155296 | 0.125117 / -0.10493 | -0.0172676 / 0.0696725 | 0.0779039 / -0.0760851 | 0 / 0 | 0 / 0 |
 | JET_JESUnc_Noise_PreRec | 0 / 0 | 0 / 0 | -1.11022e-16 / 2.22045e-16 | 0.125997 / -0.0192016 | -0.0622195 / 0.138389 | 0 / 0 | -0.016146 / 0.0200811 | 0.00621582 / 0.0466813 | 0.0134398 / 0.0348258 | -0.0697992 / 0.0705124 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_4 | 0 / 0 | 0 / 0 | 2.22045e-16 / 2.22045e-16 | 0.0511686 / -0.0402827 | 0.0802716 / -0.0802715 | 0 / 0 | 0.0230373 / -0.0199937 | 0.015912 / -0.0076354 | -0.147562 / 0.173253 | 0.0522394 / -0.0246175 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_6 | 0 / 0 | 0 / 0 | -1.11022e-16 / -1.11022e-16 | -0.0805655 / 0.0805655 | 0 / 0 | 0 / 0 | -0.0176957 / 0.0198598 | 0.0149391 / -0.0095062 | -0.181715 / 0.195065 | -0.00704136 / 0.01569 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_1 | 0 / 0 | 0 / 0 | 2.22045e-16 / 0 | -0.260686 / 0.279023 | -0.259056 / 0.259056 | 0 / 0 | -0.0297102 / 0.0298125 | 0.0865248 / -0.075776 | 0.156568 / -0.108286 | 0.104506 / -0.104371 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_1 | 0 / 0 | 0 / 0 | 2.22045e-16 / -3.33067e-16 | 0.310258 / -0.108059 | -0.13749 / 0.15442 | 0 / 0 | -1.11022e-16 / 4.44089e-16 | 0 / 0 | 0.0878466 / -0.0500248 | 0.0211087 / -0.0211086 | 0 / 0 | 0 / 0 |
 | ps_uncertainty_mBB | 0 / 0 | 0 / 0 | -1.11022e-16 / 2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | ps_uncertainty_pT_balance | 0 / 0 | 0 / 0 | 0 / 2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | ggf_xs | 0 / 0 | 0 / 0 | 0 / 0 | 0.046 / -0.067 | 0.046 / -0.067 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | ggf_PDF_aS | 0 / 0 | 0 / 0 | 0 / 0 | 0.032 / -0.032 | 0.032 / -0.032 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_QG_nchargedPDF | 0 / 0 | 0 / 0 | 0 / 0 | 0.0618338 / -0.0523835 | -0.0577338 / 0.0577338 | 0 / 0 | 0.0358938 / -0.0321814 | 0.0779762 / -0.0607531 | 0.0617458 / -0.0140148 | 0.0480942 / -0.0480942 | 0 / 0 | 0 / 0 |
 | JET_QG_nchargedME | 0 / 0 | 0 / 0 | 0 / 0 | -0.017254 / 0.0370565 | -0.105454 / 0.126221 | 0 / 0 | 0 / 0 | 0.0534346 / -0.0458529 | 0.0548779 / -0.0287049 | -0.0156062 / 0.0259473 | 0 / 0 | 0 / 0 |
 | JET_EffectiveNP_Statistical6 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0851158 / 0.0914586 | -0.0174793 / 0.0556796 | 0 / 0 | 0.0294575 / -0.0286992 | -0.079216 / 0.0812117 | -0.0989628 / 0.109049 | 0.0238936 / -0.0135324 | 0 / 0 | 0 / 0 |
 | JET_EffectiveNP_Statistical5 | 0 / 0 | 0 / 0 | 0 / 0 | 0.177054 / -0.000969935 | -0.10676 / 0.106761 | 0 / 0 | 2.22045e-16 / 0 | -0.105428 / 0.120722 | 0.00404464 / 0.016013 | 0.0168815 / -0.0154375 | 0 / 0 | 0 / 0 |
 | JET_EffectiveNP_Statistical4 | 0 / 0 | 0 / 0 | 0 / 0 | 0.142575 / -0.142575 | -0.181298 / 0.181298 | 0 / 0 | 0.0157922 / -0.0143675 | -0.0634005 / 0.0708605 | 0.00701654 / 0.019204 | 0.0205239 / -0.00559131 | 0 / 0 | 0 / 0 |
 | JET_EffectiveNP_Statistical3 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0760495 / -0.0665192 | -0.00334962 / 0.0244058 | 0 / 0 | 0.0495023 / -0.0482704 | 0.00602107 / 0.0140081 | 0.0893963 / -0.0566866 | -0.0221896 / 0.0294733 | 0 / 0 | 0 / 0 |
 | JET_EffectiveNP_Statistical2 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0173923 / -0.00534375 | -0.114658 / 0.159165 | 0 / 0 | -0.0111136 / 0.0111136 | 0 / 0 | -0.124792 / 0.134843 | -0.00710258 / 0.023657 | 0 / 0 | 0 / 0 |
 | JET_EffectiveNP_Statistical1 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0315181 / -0.027682 | 0.0113066 / -0.00227846 | 0 / 0 | 0.0248837 / -0.024767 | 0.107229 / -0.0998608 | 0.104621 / -0.0839153 | 0.125717 / -0.125717 | 0 / 0 | 0 / 0 |
 | JET_EffectiveNP_Modelling4 | 0 / 0 | 0 / 0 | 0 / 0 | 0.207523 / -0.141621 | 0.0216785 / -0.0178086 | 0 / 0 | 0.0106398 / -0.0103081 | -0.105142 / 0.110706 | 0.0913575 / -0.0357566 | 0.0233222 / -0.00882987 | 0 / 0 | 0 / 0 |
 | JET_EffectiveNP_Modelling3 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0983898 / 0.0481974 | 0.0319058 / -0.00949999 | 0 / 0 | 0 / 0 | -0.0718596 / 0.0968947 | 0.128868 / -0.116347 | 0.081409 / -0.0490673 | 0 / 0 | 0 / 0 |
 | JET_EffectiveNP_Modelling2 | 0 / 0 | 0 / 0 | 0 / 0 | 0.163794 / -0.0490522 | -0.183998 / 0.183998 | 0 / 0 | 0.0354863 / -0.0324264 | -0.0669455 / 0.0732338 | 0.0113622 / 0.020452 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_EffectiveNP_Mixed3 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0268065 / 0.0452271 | -0.154993 / 0.154992 | 0 / 0 | 0.0197181 / -0.0197179 | 0.028595 / -0.0155335 | 0.131082 / -0.0576703 | 0.0331389 / -0.0296313 | 0 / 0 | 0 / 0 |
 | JET_EffectiveNP_Detector2 | 0 / 0 | 0 / 0 | 0 / 0 | 0.228535 / -0.118816 | 0.0941312 / -0.0500966 | 0 / 0 | -0.0428063 / 0.0428062 | 0.133773 / -0.0979047 | -0.0555699 / 0.113592 | 0.0170308 / -0.00681015 | 0 / 0 | 0 / 0 |
 | JET_EffectiveNP_Detector1 | 0 / 0 | 0 / 0 | 0 / 0 | 0.195803 / -0.189458 | -0.215862 / 0.215862 | 0 / 0 | 0.0172989 / -0.0148811 | -0.0274917 / 0.0509156 | 0.260912 / -0.194597 | -0.0456997 / 0.0490408 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_1 | 0 / 0 | 0 / 0 | 0 / 0 | 0.135465 / -0.100324 | 0.221314 / -0.183739 | 0 / 0 | 0.0223681 / -0.0215616 | 0.106434 / -0.089488 | -0.0682341 / 0.100266 | 0 / 0 | 0 / 0 | 0 / 0 |
 | FT_EFF_Eigen_C_0_run2 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0105163 / 0.0105162 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | dmu_ttCCSR3 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.5 / -0.5 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | dmu_zCCSR3 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.5 / -0.5 | 0.5 / -0.5 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | dmu_wCCSR3 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.5 / -0.5 | 0.5 / -0.5 | 0 / 0 | 0 / 0 |
 | dmu_biasCCSR3 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 1 / -1 | 0 / 0 |
 | gamma_stat_CCSR3_bin_0 | 0 / 0 | 5.90439e-07 / -5.90439e-07 | 0.000314783 / -0.000314783 | 9.44128e-06 / -9.44128e-06 | 5.52925e-07 / -5.52925e-07 | 8.37699e-07 / -8.37699e-07 | 0.000251337 / -0.000251337 | 0.000295267 / -0.000295267 | 0.00224393 / -0.00224393 | 0.00230123 / -0.00230123 | 0 / 0 | 0 / 0 |
 | gamma_stat_CCSR3_bin_1 | 0 / 0 | 0.00391271 / -0.00391271 | 0.000713905 / -0.000713905 | 1.24081e-05 / -1.24081e-05 | 7.26676e-07 / -7.26676e-07 | 1.10094e-06 / -1.10094e-06 | 0.00228514 / -0.00228514 | 0.00334472 / -0.00334472 | 0.0242193 / -0.0242193 | 0.00553904 / -0.00553904 | 0 / 0 | 0 / 0 |
 | gamma_stat_CCSR3_bin_2 | 0 / 0 | 3.70321e-07 / -3.70321e-07 | 0.000489842 / -0.000489842 | 5.92154e-06 / -5.92154e-06 | 3.46793e-07 / -3.46793e-07 | 5.25402e-07 / -5.25402e-07 | 0.000702645 / -0.000702645 | 0.000782599 / -0.000782599 | 0.00378688 / -0.00378688 | 0.00470979 / -0.00470979 | 0 / 0 | 0 / 0 |
 | gamma_stat_CCSR3_bin_3 | 0 / 0 | 0.00541793 / -0.00541793 | 0.000602911 / -0.000602911 | 8.71285e-06 / -8.71285e-06 | 5.10265e-07 / -5.10265e-07 | 7.73068e-07 / -7.73068e-07 | 0.00446314 / -0.00446314 | 0.0143865 / -0.0143865 | 0.0240183 / -0.0240183 | 0.0210602 / -0.0210602 | 0 / 0 | 0 / 0 |
 | gamma_stat_CCSR3_bin_4 | 0 / 0 | 2.8944e-07 / -2.8944e-07 | 0.000315528 / -0.000315528 | 4.62823e-06 / -4.62823e-06 | 2.71051e-07 / -2.71051e-07 | 4.10651e-07 / -4.10651e-07 | 0.00479314 / -0.00479314 | 0.00252536 / -0.00252536 | 0.00337316 / -0.00337316 | 0.0142603 / -0.0142603 | 0 / 0 | 0 / 0 |
 | gamma_stat_CCSR3_bin_5 | 0 / 0 | 0.00318799 / -0.00318799 | 0.0006099 / -0.0006099 | 5.20147e-06 / -5.20147e-06 | 3.04622e-07 / -3.04622e-07 | 4.61512e-07 / -4.61512e-07 | 0.00942277 / -0.00942277 | 0.015649 / -0.015649 | 0.0165052 / -0.0165052 | 0.0292176 / -0.0292176 | 0 / 0 | 0 / 0 |
 | gamma_stat_CCSR3_bin_6 | 0 / 0 | 2.68388e-07 / -2.68388e-07 | 0.000635229 / -0.000635229 | 0.000697989 / -0.000697989 | 2.51335e-07 / -2.51335e-07 | 3.80781e-07 / -3.80781e-07 | 0.0174677 / -0.0174677 | 0.0110565 / -0.0110565 | 0.0132916 / -0.0132916 | 0.0309874 / -0.0309874 | 0 / 0 | 0 / 0 |
 | gamma_stat_CCSR3_bin_7 | 0 / 0 | 0.00530746 / -0.00530746 | 0.000736172 / -0.000736172 | 0.0123779 / -0.0123779 | 0.000485762 / -0.000485762 | 3.06153e-07 / -3.06153e-07 | 0.0213208 / -0.0213208 | 0.0112556 / -0.0112556 | 0.00901393 / -0.00901393 | 0.0237826 / -0.0237826 | 0 / 0 | 0 / 0 |
 | gamma_stat_CCSR3_bin_8 | 0 / 0 | 0.00418997 / -0.00418997 | 0.00161435 / -0.00161435 | 4.15031e-06 / -4.15031e-06 | 2.43061e-07 / -2.43061e-07 | 3.68246e-07 / -3.68246e-07 | 0.0296692 / -0.0296692 | 0.024778 / -0.024778 | 0.0116426 / -0.0116426 | 0.0117261 / -0.0117261 | 0 / 0 | 0 / 0 |
 | gamma_stat_CCSR3_bin_9 | 0 / 0 | 0.00424797 / -0.00424797 | 0.00340957 / -0.00340957 | 0.00628795 / -0.00628795 | 0.0119756 / -0.0119756 | 3.26292e-07 / -3.26292e-07 | 0.0259115 / -0.0259115 | 0.00867858 / -0.00867858 | 0.00207333 / -0.00207333 | 0.00509954 / -0.00509954 | 0 / 0 | 0 / 0 |
 | gamma_stat_CCSR3_bin_10 | 0 / 0 | 0.01586 / -0.01586 | 0.0056971 / -0.0056971 | 4.4543e-06 / -4.4543e-06 | 0.0206612 / -0.0206612 | 0.0384573 / -0.0384573 | 0.0132381 / -0.0132381 | 0.0139917 / -0.0139917 | 0.00456501 / -0.00456501 | 0.00157576 / -0.00157576 | 0 / 0 | 0 / 0 |
 | gamma_stat_CCSR3_bin_11 | 0 / 0 | 0.0135583 / -0.0135583 | 0.0112133 / -0.0112133 | 0.0279105 / -0.0279105 | 0.00452605 / -0.00452605 | 4.53985e-07 / -4.53985e-07 | 0.00809132 / -0.00809132 | 0.00650982 / -0.00650982 | 0.00861879 / -0.00861879 | 0.00219391 / -0.00219391 | 0 / 0 | 0 / 0 |
 | gamma_stat_CCSR3_bin_12 | 0 / 0 | 0.0161905 / -0.0161905 | 0.0116942 / -0.0116942 | 0.0161045 / -0.0161045 | 0.00838162 / -0.00838162 | 3.10062e-07 / -3.10062e-07 | 0.00252667 / -0.00252667 | 0.00515863 / -0.00515863 | 0.00172161 / -0.00172161 | 0.000234361 / -0.000234361 | 0 / 0 | 0 / 0 |
 | gamma_stat_CCSR3_bin_14 | 0 / 0 | 0.00928428 / -0.00928428 | 0.0156932 / -0.0156932 | 0.00936155 / -0.00936155 | 0.0228434 / -0.0228434 | 2.31161e-07 / -2.31161e-07 | 0.000667612 / -0.000667612 | 0.00153048 / -0.00153048 | 0.00461124 / -0.00461124 | 0.000381042 / -0.000381042 | 0 / 0 | 0 / 0 |
 | gamma_stat_CCSR3_bin_15 | 0 / 0 | 0.00697871 / -0.00697871 | 0.00947246 / -0.00947246 | 0.00432346 / -0.00432346 | 0.0111039 / -0.0111039 | 1.47315e-07 / -1.47315e-07 | 0.000495439 / -0.000495439 | 0.000234526 / -0.000234526 | 0.00104485 / -0.00104485 | 0.00300143 / -0.00300143 | 0 / 0 | 0 / 0 |
 | gamma_stat_CCSR3_bin_16 | 0 / 0 | 0.0102373 / -0.0102373 | 0.0177452 / -0.0177452 | 0.0173006 / -0.0173006 | 2.2711e-07 / -2.2711e-07 | 3.44078e-07 / -3.44078e-07 | 0.000881999 / -0.000881999 | 0.00773241 / -0.00773241 | 0.00433161 / -0.00433161 | 7.44677e-05 / -7.44677e-05 | 0 / 0 | 0 / 0 |
 | gamma_stat_CCSR3_bin_17 | 0 / 0 | 0.00603813 / -0.00603813 | 0.0119431 / -0.0119431 | 0.00666091 / -0.00666091 | 0.0159116 / -0.0159116 | 4.04187e-07 / -4.04187e-07 | 0.000350491 / -0.000350491 | 0.00684823 / -0.00684823 | 0.00395262 / -0.00395262 | 0.000286975 / -0.000286975 | 0 / 0 | 0 / 0 |
 | gamma_stat_CCSR3_bin_18 | 0 / 0 | 0.00227185 / -0.00227185 | 0.00869013 / -0.00869013 | 7.06651e-06 / -7.06651e-06 | 4.13847e-07 / -4.13847e-07 | 0.183419 / -0.183419 | 3.15505e-05 / -3.15505e-05 | 0.00403847 / -0.00403847 | 0.00139507 / -0.00139507 | 0.000914898 / -0.000914898 | 0 / 0 | 0 / 0 |
 | gamma_stat_CCSR3_bin_19 | 0 / 0 | 5.4403e-07 / -5.4403e-07 | 0.00451647 / -0.00451647 | 8.69919e-06 / -8.69919e-06 | 5.09465e-07 / -5.09465e-07 | 7.71856e-07 / -7.71856e-07 | 0.000115507 / -0.000115507 | 0.00542255 / -0.00542255 | 0.00486928 / -0.00486928 | 9.17722e-08 / -9.17722e-08 | 0 / 0 | 0 / 0 |
 | gamma_stat_CCSR3_bin_20 | 0 / 0 | 6.0667e-07 / -6.0667e-07 | 0.00167945 / -0.00167945 | 9.70082e-06 / -9.70082e-06 | 5.68125e-07 / -5.68125e-07 | 8.60728e-07 / -8.60728e-07 | 6.28821e-05 / -6.28821e-05 | 0.00090091 / -0.00090091 | 0.00479574 / -0.00479574 | 0.00175349 / -0.00175349 | 0 / 0 | 0 / 0 |
 | gamma_stat_CCSR3_bin_21 | 0 / 0 | 9.59475e-07 / -9.59475e-07 | 0.000522858 / -0.000522858 | 1.53423e-05 / -1.53423e-05 | 8.98514e-07 / -8.98514e-07 | 1.36128e-06 / -1.36128e-06 | 8.04477e-08 / -8.04477e-08 | 0.00830656 / -0.00830656 | 0.00758116 / -0.00758116 | 0.000898643 / -0.000898643 | 0 / 0 | 0 / 0 |
