 |       | multijet      | vbfhbb      | vbfhcc      | ggfhbb      | ggfhcc      | ttbar      | vbfz      | qcdz      | qcdw      | vbfw      | bias_2223      | bias_2223 |
 | pol_CCSR4 | -7.28534e-07 / 7.28534e-07 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | lumi_run3 | 0 / 0 | 0.0198444 / -0.0198458 | 0.0198444 / -0.0198458 | 0.0198444 / -0.0198458 | 0.0198444 / -0.0198458 | 0.0198444 / -0.0198458 | 0.0198444 / -0.0198458 | 0.0198444 / -0.0198458 | 0.0198444 / -0.0198458 | 0.0198444 / -0.0198458 | 0 / 0 | 0 / 0 |
 | vbf_PDF_aS | 0 / 0 | 0.0208635 / -0.0208663 | 0.0208635 / -0.0208663 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | PRW_DATASF | 0 / 0 | -0.0148429 / 0.0148807 | 0 / 0 | -0.0627096 / 0.0765503 | 0.0344175 / -0.034433 | 0 / 0 | -0.0284973 / 0.0289628 | 0 / 0 | 0 / 0 | 0.0156358 / -0.0100521 | 0 / 0 | 0 / 0 |
 | JET_Pileup_OffsetMu | 0 / 0 | 0.0402496 / -0.0402539 | 0.0324536 / -0.0324562 | -0.00151209 / 0.0419435 | -0.0719646 / 0.0796707 | 0 / 0 | 0.0294592 / -0.0294611 | 0.111853 / -0.108733 | 0.0444538 / -0.0444592 | 0.0278146 / -0.0250648 | 0 / 0 | 0 / 0 |
 | JET_Flavor_Response | 0 / 0 | -0.0207868 / 0.0219762 | -0.0190398 / 0.0190431 | 0.0863669 / -0.0236938 | -0.105906 / 0.105925 | 0 / 0 | -0.0315644 / 0.0322849 | -0.0164587 / 0.0164612 | -0.0355874 / 0.0355974 | 2.5043e-05 / -2.46103e-05 | 0 / 0 | 0 / 0 |
 | JET_Flavor_Composition | 0 / 0 | 0.0375594 / -0.0359727 | 0.0359731 / -0.0358553 | -0.112284 / 0.126481 | 0.0376844 / -0.0372671 | 0 / 0 | 0.0503282 / -0.0498527 | -0.00500166 / 0.009278 | 0.0198026 / -0.019766 | 0.073446 / -0.0714363 | 0 / 0 | 0 / 0 |
 | JET_EtaIntercalibration_Modelling | 0 / 0 | 0.0317126 / -0.0316949 | 0.0252437 / -0.0252322 | -0.0492471 / 0.111918 | -0.0444454 / 0.0444907 | 0 / 0 | 0.0205527 / -0.0194137 | 0 / 0 | -0.0582225 / 0.0605948 | 0.0421815 / -0.0370599 | 0 / 0 | 0 / 0 |
 | JET_InSitu_NonClosure_PreRec_run3 | 0 / 0 | -0.0772956 / 0.0788529 | -0.0744674 / 0.0750685 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_JESUnc_VertexingAlg_PreRec | 0 / 0 | 0.0201149 / -0.0182485 | 0.0348382 / -0.0347543 | 0.192976 / -0.108993 | 0.112137 / -0.101204 | 0 / 0 | -3.92221e-05 / 3.88068e-05 | 0 / 0 | 0.0152352 / -0.0152184 | 0.0468558 / -0.0379222 | 0 / 0 | 0 / 0 |
 | JET_EtaIntercalibration_NonClosure_0p2_PreRec | 0 / 0 | 0.0835562 / -0.0814551 | 0.071836 / -0.0717372 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_FCal_MC23_NonClosure_PreRec | 0 / 0 | 0.0554209 / -0.0536319 | 0.02853 / -0.0285359 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_JERUnc_Noise_PreRec | 0 / 0 | 0.0190514 / -0.0190512 | 4.79101e-07 / -4.70097e-07 | 0.166711 / -0.134805 | 0.0680227 / -0.068009 | 0 / 0 | 1.03077e-05 / -1.04905e-05 | 0.115587 / -0.114784 | -0.00995767 / 0.00995763 | 0.0284627 / -0.0228256 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_1 | 0 / 0 | -0.0548532 / 0.0553291 | -0.0115311 / 0.0115461 | -0.34386 / 0.371962 | 0.240084 / -0.214822 | 0 / 0 | 0.0375526 / -0.036552 | 0 / 0 | 0 / 0 | 0.0208252 / -0.015369 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_2 | 0 / 0 | -0.0571311 / 0.0588994 | 2.67184e-06 / -2.70024e-06 | 0.0546454 / 0.0307853 | -0.0111661 / 0.0279949 | 0 / 0 | 9.06708e-05 / -8.81364e-05 | -0.0259347 / 0.0383132 | 0.013284 / -0.0132642 | 1.50702e-05 / -1.53623e-05 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_3 | 0 / 0 | 0.073442 / -0.0729312 | 0 / 0 | -0.0751255 / 0.110704 | 0.0597772 / -0.0556736 | 0 / 0 | 0.0237347 / -0.0229631 | 0 / 0 | -0.0159351 / 0.0159322 | 1.15678e-05 / -1.33877e-05 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_6 | 0 / 0 | 0.0636466 / -0.0625542 | -3.03749e-06 / 3.05234e-06 | 0.0813395 / -0.0309546 | 0.0190462 / -0.0131356 | 0 / 0 | 0.0370806 / -0.0356771 | 0.0222788 / -0.0165794 | 0.0189851 / -0.0189828 | -8.6963e-06 / 9.26729e-06 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_9 | 0 / 0 | -0.0524224 / 0.0526199 | 0 / 0 | -0.0717055 / 0.0746819 | -0.121103 / 0.124816 | 0 / 0 | -0.0301634 / 0.0301758 | 0.0144125 / -0.00843929 | 0.023183 / -0.0193686 | -7.68407e-06 / 7.81183e-06 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_1 | 0 / 0 | -0.0102915 / 0.0104517 | 0 / 0 | -0.0820657 / 0.100549 | 0.0320476 / -0.0269417 | 0 / 0 | -1.96336e-05 / 2.02539e-05 | 0.0755727 / -0.0732869 | -0.0216831 / 0.0231868 | -0.0218024 / 0.0249623 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_1 | 0 / 0 | 0.0544336 / -0.0538327 | 0 / 0 | 0.0874385 / -0.0421191 | -0.103576 / 0.103765 | 0 / 0 | -0.0168107 / 0.0172467 | -0.0356466 / 0.0356607 | -0.0504733 / 0.0505 | 0.0292181 / -0.0244664 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_1 | 0 / 0 | -0.0266564 / 0.0286938 | 0 / 0 | 0.172323 / -0.134824 | 0.126128 / -0.120804 | 0 / 0 | -0.0237169 / 0.0250114 | -0.0615107 / 0.0616249 | -0.012064 / 0.012068 | -0.0110301 / 0.0136835 | 0 / 0 | 0 / 0 |
 | JET_JERMC_DataVsMC_MC16 | 0 / 0 | 0.0591211 / -0.0590471 | 0 / 0 | 0.210378 / -0.102579 | 0.153021 / -0.152172 | 0 / 0 | -0.049764 / 0.0511394 | 0.0496612 / -0.0396112 | -0.132353 / 0.132523 | 0.0269084 / -0.0265624 | 0 / 0 | 0 / 0 |
 | FT_EFF_Eigen_B_1_run3 | 0 / 0 | 0.041911 / -0.0419099 | 0 / 0 | 0.0771244 / -0.0771305 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | passHLT_run3 | 0 / 0 | 0.0247904 / -0.0247916 | 0.0247904 / -0.0247916 | 0.0247904 / -0.0247916 | 0.0247904 / -0.0247916 | 0.0247904 / -0.0247916 | 0.0247904 / -0.0247916 | 0.0247904 / -0.0247916 | 0.0247904 / -0.0247916 | 0.0247904 / -0.0247916 | 0 / 0 | 0 / 0 |
 | ps_uncertainty_norm | 0 / 0 | -0.031684 / 0.0316779 | -0.0315061 / 0.0315001 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | hcc_BR | 0 / 0 | 0 / 0 | 0.0119199 / -0.0119208 | 0 / 0 | 0.0119199 / -0.0119208 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_QG_nchargedExp | 0 / 0 | 0 / 0 | -0.013129 / 0.0124795 | -4.53928e-05 / 0.396588 | -0.135071 / -0.0848213 | 0 / 0 | 1.30166e-05 / -4.72521e-06 | 0.0116938 / -0.0696825 | -0.101819 / 0.0674623 | 0.0419928 / 0.116425 | 0 / 0 | 0 / 0 |
 | JET_Pileup_RhoTopology | 0 / 0 | 0 / 0 | 0.0112396 / -0.0112418 | 0.0449131 / -0.00123296 | -0.0348558 / 0.038961 | 0 / 0 | 0.0113464 / -0.0113491 | 0.00985697 / -0.00985017 | 0.018758 / -0.0187645 | -0.0236352 / 0.0283373 | 0 / 0 | 0 / 0 |
